發生時間,發生地點,死亡人數,車種
108年04月01日 18時55分40秒,苗栗縣後龍鎮東明里頂浮尾38之29號前,1,普通重型-機車;行人-人
108年04月01日 19時10分00秒,臺南市新化區山脚里省道臺19甲線口 / 臺南市新化區無名道路口,1,自用-小客車;農耕用車(或機械)-其他車;乘客-人
108年04月01日 19時35分10秒,屏東縣滿州鄉新庄路150-1號前,1,普通重型-機車;自用-小客車
108年04月02日 04時45分00秒,彰化縣埔鹽鄉南港村柳橋路4段前0.0公尺,1,自用-小貨車(含客、貨兩用);普通重型-機車
108年04月02日 10時22分44秒,花蓮縣吉安鄉南濱路1段口 / 花蓮縣吉安鄉海岸路,1,營業用-曳引車;腳踏自行車-慢車
108年04月02日 20時35分38秒,苗栗縣通霄鎮國道3號 143公里250.0公尺處南側向外側,2,自用-小客車;營業用-大貨車;營業用-大貨車;乘客-人
108年04月03日 03時26分00秒,臺南市白河區縣165線 10公里500.0公尺處北側向路肩,1,自用-小客車
108年04月03日 06時18分00秒,高雄市彌陀區中正南路 / 高雄市彌陀區四維路,1,普通重型-機車;營業用-曳引車
108年04月03日 19時37分00秒,彰化縣二林鎮後厝里斗苑路4段 / 彰化縣二林鎮後厝里太平路1段,1,大型重型2(250-550C.C.)-機車;行人-人;自用-小客車
108年04月03日 20時01分00秒,彰化縣二林鎮北平里仁愛路350號前0.0公尺前,1,行人-人;普通重型-機車
108年04月03日 20時39分00秒,桃園市觀音區大觀路三段,1,普通重型-機車
108年04月04日 16時25分00秒,臺中市清水區下湳里福圳街一段前0.0公尺,1,腳踏自行車-慢車;普通重型-機車
108年04月05日 05時01分30秒,新竹市北區育英路與中山路431巷,1,自用-小貨車(含客、貨兩用);普通重型-機車;其他人-人;其他人-人;其他人-人
108年04月05日 07時34分00秒,彰化縣大城鄉東城村東平路前0.0公尺,1,自用-大貨車;普通重型-機車
108年04月05日 14時17分00秒,嘉義縣朴子市溪口里縣道157線與鄉道嘉46線(口),1,腳踏自行車-慢車;自用-小客車
108年04月05日 15時45分00秒,彰化縣芳苑鄉漢寶村大同路前0.0公尺,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年04月05日 16時23分49秒,苗栗縣獅潭鄉台3線 121公里500.0公尺處北側向外側,1,自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用)
108年04月05日 19時20分00秒,高雄市內門區台3省道392公里號前0.0公尺,1,行人-人;自用-小客車
108年04月05日 20時37分00秒,高雄市路竹區延平路631號前0.0公尺前,1,自用-小客車;行人-人
108年04月06日 00時05分00秒,新北市泰山區新五路 / 新北市泰山區楓江路,1,普通重型-機車
108年04月06日 02時40分00秒,雲林縣大埤鄉雲180線松東31號前,1,普通重型-機車
108年04月06日 05時57分00秒,彰化縣線西鄉德興村線東路2段101號前0.0公尺前,1,普通重型-機車
108年04月06日 11時33分00秒,臺中市烏日區溪壩里溪南路一段前0.0公尺,1,普通重型-機車;普通重型-機車
108年04月07日 00時16分00秒,屏東縣長治鄉中興路長治國中前,1,普通重型-機車
108年04月07日 04時30分40秒,新竹縣關西鎮國道3號 84公里600.0公尺處南側向中內,1,營業用-曳引車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人
108年04月07日 08時55分00秒,嘉義市東區安業里吳鳳南路110號前0.0公尺,1,自用-半聯結車;普通重型-機車
108年04月07日 15時24分00秒,新北市新莊區中正路 / 新北市新莊區化成路,1,普通重型-機車;行人-人;乘客-人
108年04月07日 17時45分00秒,新北市中和區新北環快道路前0.0公尺,1,普通重型-機車;普通重型-機車
108年04月07日 19時31分00秒,臺東縣臺東市台11線173.5公里附近(臺東市知本路二段88號前),1,自用-小客車;行人-人
108年04月07日 19時54分00秒,臺北市萬華區西園路2段 / 臺北市萬華區莒光路,1,普通重型-機車
108年04月08日 06時06分00秒,新北市新莊區中正路 / 新北市新莊區中正路,1,營業用-大貨車;行人-人
108年04月08日 10時14分00秒,苗栗縣苗栗市聯大路苗30線008號路燈前,1,普通重型-機車
108年04月08日 13時06分00秒,高雄市三民區大裕路 / 高雄市三民區大昌一路,1,普通重型-機車;普通重型-機車;乘客-人
108年04月08日 15時53分00秒,新北市樹林區保安地下道路前0.0公尺,1,普通重型-機車
108年04月08日 17時52分00秒,桃園市楊梅區水美里楊湖路1段42號前0.0公尺,1,自用-小客車;普通重型-機車;普通重型-機車;乘客-人
108年04月09日 06時02分21秒,新竹市香山區延平路二段口 / 新竹市香山區延平路二段,1,普通重型-機車;普通重型-機車
108年04月09日 07時40分00秒,臺南市安南區安通路5段479號,1,自用-小客車;普通重型-機車;自用-小貨車(含客、貨兩用)
108年04月09日 07時40分00秒,臺中市大里區日新里日新路前0.0公尺,1,普通重型-機車;腳踏自行車-慢車
108年04月09日 08時00分23秒,臺東縣池上鄉台9線 321公里700.0公尺處南側,1,自用-小客車;普通輕型-機車
108年04月09日 08時35分00秒,新北市林口區下福產業道路前0.0公尺,1,自用-小貨車(含客、貨兩用);普通重型-機車
108年04月09日 11時13分00秒,臺北市大同區重慶北路3段 / 臺北市大同區延平北路3段,1,普通重型-機車;普通重型-機車;自用-小貨車(含客、貨兩用)
108年04月09日 16時10分00秒,臺北市信義區林口街 / 臺北市信義區忠孝東路5段,1,自用-大貨車;行人-人
108年04月09日 22時05分38秒,南投縣埔里鎮東門里北環路266號西側,1,行人-人;普通重型-機車
108年04月10日 06時54分13秒,臺南市歸仁區民族路口 / 臺南市歸仁區保大路3段口,1,普通重型-機車;普通重型-機車;乘客-人
108年04月10日 07時19分20秒,臺南市西港區南海里南吉高幹6右29電線桿前未命名道路(西港王船地往西),1,普通輕型-機車;自用-小客車
108年04月10日 23時51分00秒,基隆市七堵區實踐路口 / 基隆市七堵區五福街口,1,計程車-小客車;乘客-人
108年04月11日 03時39分00秒,新北市新莊區中正路502號前0.0公尺,1,普通重型-機車
108年04月11日 05時16分00秒,新北市三芝區北101線道前0.0公尺,1,自用-小客車;行人-人
108年04月11日 07時52分00秒,臺中市潭子區聚興里豐興路一段3號前0.0公尺,1,自用-小客車
108年04月11日 09時28分00秒,臺南市善化區昌隆里區道南129線口 / 臺南市善化區昌隆里東勢寮口,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年04月11日 17時21分00秒,高雄市前鎮區中山三路前0.0公尺,1,普通重型-機車;遊覽車-大客車
108年04月11日 18時43分11秒,桃園市龍潭區國道3號 69公里400.0公尺處南側向內側,1,自用-小客車;自用-小客車;自用-小客車;乘客-人
108年04月12日 05時50分00秒,臺中市霧峰區吉峰里錦州路395巷前0.0公尺,1,電動輔助自行車-慢車
108年04月12日 18時56分00秒,屏東縣里港鄉三廍村三和路102-4號前0.0公尺,1,自用-大貨車;普通重型-機車
108年04月12日 22時00分00秒,新北市烏來區新烏路5段前0.0公尺,1,普通重型-機車
108年04月13日 08時00分00秒,花蓮縣秀林鄉台9線 162公里500.0公尺處南側向內側,1,自用-小貨車(含客、貨兩用);大型重型1(550C.C.以上)-機車;乘客-人
108年04月13日 10時58分00秒,新竹市香山區元培街78號前,1,普通重型-機車;自用-小客車;自用-小客車;其他人-人
108年04月13日 13時35分00秒,臺南市安南區府安堤頂道路 北向南 電桿(大豐高幹67號 處),1,自用-小客車;普通重型-機車;自用-小客車
108年04月13日 18時06分00秒,臺北市中山區中山北路2段 / 臺北市中山區民權西路,1,普通重型-機車;行人-人
108年04月13日 19時45分00秒,高雄市左營區民族一路1105號前0.0公尺,1,普通重型-機車;自用-小客車
108年04月14日 08時01分00秒,臺北市松山區市民大道5段 / 臺北市松山區東寧路,1,計程車-小客車;普通重型-機車
108年04月15日 17時05分00秒,高雄市美濃區忠孝路2巷131號前0.0公尺,1,普通重型-機車
108年04月16日 02時10分00秒,屏東縣枋寮鄉台1線 433公里900.0公尺處南側向內側,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年04月16日 07時35分00秒,嘉義縣中埔鄉和睦村中山路5段532號前0.0公尺附近,1,電動自行車-慢車;自用-小客車
108年04月16日 15時25分35秒,南投縣埔里鎮眉溪旁防汛道路守城枝16左分9電桿處,1,自用-小客車;乘客-人
108年04月16日 18時00分00秒,宜蘭縣大同鄉台七線100公里700公尺處,1,自用-小客車;普通重型-機車
108年04月17日 08時54分00秒,高雄市路竹區金平路273巷2號前0.0公尺前,1,普通重型-機車;普通重型-機車
108年04月17日 13時04分00秒,嘉義縣新港鄉月眉村159線與嘉66線路口,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年04月17日 14時50分00秒,臺北市大同區長安西路66號前0.0公尺,1,普通重型-機車;自用-小貨車(含客、貨兩用);自用-小客車
108年04月17日 15時52分00秒,臺中市太平區新城里樹孝路274巷前0.0公尺,1,救護車-特種車;腳踏自行車-慢車
108年04月17日 17時17分00秒,臺中市西屯區港尾里中科路前0.0公尺,1,普通重型-機車;自用-小客車
108年04月17日 18時10分51秒,宜蘭縣壯圍鄉新社路74號前0.0公尺,1,普通重型-機車;行人-人
108年04月17日 18時28分00秒,高雄市路竹區社龍街 / 高雄市路竹區倫理街,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年04月18日 00時10分56秒,臺中市西屯區國道1號 177公里500.0公尺處南側向內側,1,行人-人;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用)
108年04月18日 05時10分48秒,南投縣竹山鎮縣149線 10.5公里95.0公尺處北側,1,普通重型-機車;普通重型-機車
108年04月18日 08時45分02秒,臺南市仁德區文華路二段近保生東路,1,普通重型-機車
108年04月18日 11時16分00秒,嘉義縣朴子市竹村里台19線與村里道路(口),1,自用-小客車;普通重型-機車
108年04月18日 19時12分00秒,新竹縣湖口鄉東楊路196巷前0.0公尺口,1,電動自行車-慢車
108年04月19日 08時07分00秒,高雄市仁武區鳳仁路68號前0.0公尺,1,普通重型-機車;營業用-曳引車
108年04月19日 09時10分00秒,臺中市大甲區德化里賢仁路前0.0公尺,1,普通重型-機車;自用-小客車
108年04月19日 09時53分00秒,新北市三重區光復路1段30巷28號前0.0公尺,1,行人-人;自用-小貨車(含客、貨兩用)
108年04月19日 12時25分00秒,臺南市新市區大營里省道臺1線口 / 臺南市新市區大營里大營口,1,普通重型-機車;自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人;乘客-人
108年04月19日 16時58分23秒,基隆市暖暖區國道1號 2公里500.0公尺處南側向交流道,1,自用-小客車;營業用-半聯結車
108年04月19日 21時45分00秒,基隆市中正區北寧路 / 基隆市中正區新豐街,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年04月20日 00時10分00秒,高雄市鳳山區武慶二路前0.0公尺,1,行人-人;普通重型-機車;普通重型-機車;普通重型-機車;自用-小客車;普通重型-機車
108年04月20日 08時15分00秒,高雄市路竹區山線 374.0公里329.0公尺忠孝路平交道,1,行人-人;火車-其他車
108年04月20日 10時53分00秒,臺中市太平區黃竹里竹村路前0.0公尺,1,普通重型-機車
108年04月20日 18時42分43秒,臺南市新營區嘉芳里復興路855號南側,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年04月20日 20時11分00秒,彰化縣大村鄉茄苳村茄苳路2段61號前0.0公尺,1,普通重型-機車;行人-人;普通重型-機車
108年04月21日 04時24分00秒,臺中市南屯區鎮平里台74線快速公路前0.0公尺,1,自用-小客車
108年04月21日 04時55分00秒,雲林縣二崙鄉大庄村大庄路與永吉街口,1,普通輕型-機車
108年04月21日 13時22分00秒,高雄市三民區九如一路 / 高雄市三民區九如一路,1,普通重型-機車;自用-小客車;自用-曳引車
108年04月21日 20時21分00秒,苗栗縣苗栗市玉華里經國路遙控模型飛機場路口往南50公尺處,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年04月22日 05時08分00秒,臺北市中山區新生北路1段 / 臺北市中山區南京東路1段,1,自用-小客車;腳踏自行車-慢車
108年04月22日 09時01分00秒,彰化縣田尾鄉打簾村公園路2段385弄前0.0公尺,1,自用-小貨車(含客、貨兩用);普通輕型-機車
108年04月22日 09時29分00秒,苗栗縣竹南鎮國道3號 118公里600.0公尺處北側向加速車道,1,大型重型2(250-550C.C.)-機車;營業用-半聯結車
108年04月22日 12時25分00秒,高雄市岡山區國軒路61巷前0.0公尺南側,1,普通重型-機車
108年04月22日 13時24分00秒,嘉義縣東石鄉海埔村嘉7線4公里,1,普通重型-機車
108年04月22日 22時47分22秒,苗栗縣銅鑼鄉國道1號 146公里南側向路肩,1,租賃車-小客車;乘客-人
108年04月23日 10時16分09秒,臺南市新化區護國里中山路127號前0.0公尺,1,自用-小貨車(含客、貨兩用);自用-小客車
108年04月23日 10時20分00秒,新北市三重區重陽橋機車道路前0.0公尺,1,普通重型-機車;腳踏自行車-慢車
108年04月23日 15時18分00秒,高雄市橋頭區甲典街 / 高雄市橋頭區豐祥路,1,自用-小客車;普通重型-機車
108年04月23日 20時02分21秒,桃園市蘆竹區八德一路1309316號路燈桿前,1,普通重型-機車;自用-小客車
108年04月24日 04時06分55秒,桃園市龍潭區大昌路二段龍潭交流道南下閘道口附近,1,自用-小客車;營業用-曳引車
108年04月24日 05時44分00秒,雲林縣土庫鎮石廟里仁和53西19電桿旁,1,普通重型-機車
108年04月24日 06時02分43秒,嘉義縣竹崎鄉紫雲村台3線與159線路口,1,普通重型-機車;自用-小客車
108年04月24日 06時30分00秒,高雄市鳥松區中正路144巷59-1號前0.0公尺,1,普通重型-機車;自用-大貨車
108年04月24日 07時37分17秒,桃園市八德區興豐路1815號前0.0公尺北側,1,行人-人;自用-小貨車(含客、貨兩用)
108年04月24日 07時41分00秒,臺北市大安區信義路2段 / 臺北市大安區杭州南路2段,1,自用-小客車;普通重型-機車;乘客-人;乘客-人
108年04月24日 08時43分00秒,新北市蘆洲區三民路501號前0.0公尺,1,自用-大貨車;普通重型-機車
108年04月25日 10時33分00秒,桃園市大園區菓林里三民路2段口 / 桃園市大園區菓林路口,1,營業用-大貨車;普通重型-機車
108年04月25日 17時06分11秒,臺中市西屯區東大路L24路燈附近,1,普通重型-機車;普通重型-機車;乘客-人
108年04月25日 17時30分24秒,桃園市大園區圳頭里國際路2段口 / 桃園市大園區國際路2段口,1,普通重型-機車;自用-小客車
108年04月25日 19時00分00秒,雲林縣古坑鄉雲215線新庄村新庄1-2號,1,普通輕型-機車;其他慢車-慢車
108年04月25日 22時05分00秒,臺南市南化區台3線 383公里700.0公尺處南側向內側,1,普通重型-機車
108年04月26日 07時49分26秒,新竹市香山區南隘路一段第409019號燈桿,1,普通重型-機車
108年04月26日 10時58分07秒,宜蘭縣五結鄉大眾六路22-1號前0.0公尺附近,1,自用-小貨車(含客、貨兩用);行人-人
108年04月26日 11時58分00秒,臺北市大安區富陽街152巷2號前0.0公尺,1,普通重型-機車;行人-人
108年04月26日 13時40分00秒,屏東縣屏東市復興南路二段91-1號前0.0公尺,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年04月26日 17時10分41秒,屏東縣恆春鎮墾丁里墾丁路511號,1,普通重型-機車
108年04月26日 21時12分26秒,臺南市關廟區五甲里南雄路1段902號附近,1,普通重型-機車;行人-人;乘客-人
108年04月27日 08時45分00秒,臺東縣臺東市知本路1段南側 / 臺東縣臺東市知本路1段,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年04月27日 12時54分00秒,屏東縣里港鄉舊鐵道路口 / 屏東縣里港鄉載南路口,1,普通重型-機車;自用-曳引車;乘客-人
108年04月27日 20時53分00秒,高雄市林園區林內路45號前0.0公尺,1,普通重型-機車;自用-小客車
108年04月28日 00時41分03秒,花蓮縣吉安鄉中央路1段口 / 花蓮縣吉安鄉稻興一街口,1,自用-小客車;乘客-人
108年04月28日 01時59分00秒,新北市三重區重新堤外道路前0.0公尺,1,普通重型-機車
108年04月28日 13時25分00秒,高雄市茄萣區大發路97巷前0.0公尺,1,自用-小客車;行人-人;普通重型-機車;普通重型-機車;其他人-人
108年04月28日 16時20分00秒,屏東縣枋寮鄉台一線與青山路口北向,1,普通重型-機車;自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人
108年04月28日 20時17分00秒,臺南市安定區蘇林里市道178線蘇厝7-14號前0.0公尺,1,普通重型-機車;自用-小客車
108年04月28日 21時45分00秒,新北市蘆洲區中正路 / 新北市蘆洲區環堤大道路,1,計程車-小客車;普通重型-機車;乘客-人
108年04月28日 22時28分00秒,新北市淡水區淡金路2段 / 新北市淡水區新市一路3段,1,自用-小客車;大型重型2(250-550C.C.)-機車;乘客-人;乘客-人
108年04月29日 01時06分50秒,桃園市平鎮區中豐路北側 / 桃園市平鎮區快速路北側,1,自用-小客車;自用-小客車;乘客-人;乘客-人
108年04月29日 06時08分00秒,彰化縣埤頭鄉合興村斗苑西路437弄前0.0公尺,1,普通重型-機車
108年04月29日 06時29分00秒,高雄市大寮區188縣道 / 高雄市大寮區大同街,1,自用-小客車;自用-小客車
108年04月29日 20時35分00秒,屏東縣屏東市清溪里和生路3段1006號前0.0公尺,1,行人-人;自用-小客車
108年04月30日 06時24分49秒,臺南市東區崇明路口 / 臺南市東區生產路口,1,自用-小貨車(含客、貨兩用);普通重型-機車
108年04月30日 14時00分00秒,新北市永和區得和路 / 新北市永和區得和路,1,腳踏自行車-慢車;自用-小貨車(含客、貨兩用);自用-小客車;民營公車-大客車;普通重型-機車
108年04月30日 19時41分00秒,臺中市西屯區福聯里東大路前0.0公尺,1,自用-小客車;行人-人
108年05月01日 00時13分00秒,臺北市萬華區西園路1段 / 臺北市萬華區和平西路3段,1,自用-小客車;行人-人
108年05月01日 04時14分06秒,雲林縣北港鎮民樂路〈路燈編號120022〉附近,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年05月01日 08時01分00秒,雲林縣虎尾鎮西屯里雲158與雲97路口,1,普通重型-機車;自用-大貨車
108年05月01日 14時50分59秒,宜蘭縣宜蘭市縣民大道2段西側 / 宜蘭縣宜蘭市黎明三路口,1,自用-小貨車(含客、貨兩用);普通重型-機車
108年05月01日 17時00分00秒,新北市坪林區北宜公路前0.0公尺,1,營業用-大貨車;乘客-人
108年05月01日 19時02分00秒,桃園市觀音區濱海路大潭段293號前0.0公尺,1,普通重型-機車
108年05月02日 09時15分00秒,彰化縣埔鹽鄉打廉村柳橋路4段前0.0公尺,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年05月02日 09時54分00秒,宜蘭縣礁溪鄉興農路364號前0.0公尺,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年05月02日 12時13分00秒,嘉義縣義竹鄉岸腳村163線30公里處,1,普通重型-機車
108年05月02日 13時00分15秒,宜蘭縣宜蘭市環市東路1段北側 / 宜蘭縣宜蘭市和平路北側,1,自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用)
108年05月03日 06時13分00秒,臺中市北屯區水湳里大連西路40號前0.0公尺,1,自用-小客車
108年05月03日 06時20分00秒,桃園市平鎮區中豐路南勢2段口 / 桃園市平鎮區中豐路南勢2段口,1,行人-人;自用-小貨車(含客、貨兩用)
108年05月03日 11時20分41秒,苗栗縣後龍鎮埔頂里厝勝路222-11號,1,普通重型-機車;自用-小客車
108年05月03日 15時50分00秒,澎湖縣湖西鄉縣203線 7公里460.0公尺處南側向外側,1,普通重型-機車;乘客-人
108年05月04日 00時29分00秒,彰化縣溪州鄉尾厝村中山路3段736號前0.0公尺,1,普通重型-機車
108年05月04日 05時00分00秒,高雄市岡山區柳橋東路11號前0.0公尺,1,拼裝車-其他車;行人-人
108年05月04日 13時23分00秒,臺中市清水區東山里神清路9-22號前0.0公尺,1,普通重型-機車
108年05月04日 16時11分29秒,嘉義縣太保市前潭里後潭160之2號前,1,自用-大貨車;行人-人
108年05月04日 21時03分00秒,臺中市北區健行里忠明路前0.0公尺,1,普通重型-機車;自用-小客車;乘客-人;乘客-人
108年05月04日 23時21分00秒,雲林縣崙背鄉崙前村南光路口 / 雲林縣崙背鄉崙前村仁愛街口,1,普通重型-機車;自用-大貨車;乘客-人
108年05月04日 23時43分00秒,高雄市大寮區鳳屏一路 / 高雄市大寮區民貴街,1,普通重型-機車;行人-人
108年05月05日 03時09分00秒,高雄市前鎮區中山三路35號前0.0公尺前,1,自用-小客車;腳踏自行車-慢車
108年05月05日 20時12分00秒,臺東縣卑南鄉太平路605之3號前0.0公尺,1,自用-小貨車(含客、貨兩用);行人-人
108年05月05日 21時25分00秒,臺中市大甲區奉化里經國路926號前0.0公尺,1,自用-小貨車(含客、貨兩用);普通重型-機車;普通重型-機車;自用-小客車
108年05月07日 17時39分00秒,桃園市中壢區福州二街416號前0.0公尺,1,行人-人;普通重型-機車
108年05月07日 18時25分39秒,金門縣金寧鄉桃園路口 / 金門縣金寧鄉盤果路口,1,普通重型-機車;自用-小客車
108年05月08日 07時48分00秒,臺中市大里區東昇里內新街前0.0公尺,1,普通重型-機車;行人-人
108年05月08日 12時05分00秒,臺中市新社區華豐五街前0.0公尺,1,普通重型-機車
108年05月08日 12時53分02秒,臺南市北區和緯路5段西側 / 臺南市北區西賢街北側,1,普通重型-機車;自用-小客車
108年05月08日 16時05分00秒,臺中市大里區新仁里立仁路85號前0.0公尺,1,自用-小客車;行人-人
108年05月08日 19時52分00秒,高雄市前鎮區德昌路 / 高雄市前鎮區衙孝街,1,普通重型-機車;腳踏自行車-慢車
108年05月09日 04時10分00秒,臺中市西區昇平里忠明南路前0.0公尺,1,自用-小客車;計程車-小客車;乘客-人;乘客-人;乘客-人
108年05月09日 15時05分00秒,高雄市楠梓區左楠路 / 高雄市楠梓區外環西路,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年05月09日 18時07分00秒,高雄市橋頭區甲樹路 / 高雄市橋頭區甲樹路,1,普通重型-機車;普通重型-機車
108年05月09日 20時02分00秒,臺中市西屯區林厝里福雅路482巷前0.0公尺,1,自用-小客車;行人-人
108年05月10日 09時16分00秒,臺中市南區崇倫里建國南路一段261號前0.0公尺,1,自用-小客車;普通重型-機車
108年05月10日 15時35分00秒,彰化縣芳苑鄉新街村新東路前0.0公尺,1,自用-大貨車;普通重型-機車
108年05月10日 19時22分07秒,臺南市安南區國道8號 西側向內側,1,自用-小客車;自用-小客車
108年05月10日 23時05分00秒,臺南市永康區王行東路車行高幹13號電桿前,1,自用-小客車
108年05月11日 00時30分00秒,新北市新莊區思源路 / 新北市新莊區中原東路,1,自用-小客車;普通重型-機車
108年05月11日 06時30分26秒,桃園市龜山區大棟山路306號(S108050131-龜山派出所),1,自用-小貨車(含客、貨兩用);普通重型-機車
108年05月11日 14時11分00秒,高雄市梓官區和平路96之1號前0.0公尺,1,普通重型-機車
108年05月11日 14時30分00秒,新竹縣新埔鎮照門里竹115線27.3公里北上機車道,1,自用-小客車;普通重型-機車;乘客-人;乘客-人
108年05月11日 23時15分18秒,苗栗縣竹南鎮國道3號 117公里800.0公尺處南側向中線,2,自用-小貨車(含客、貨兩用);自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車;乘客-人;乘客-人;乘客-人
108年05月12日 04時57分00秒,高雄市楠梓區後昌路宏毅158燈桿號前0.0公尺前,1,普通重型-機車;乘客-人
108年05月12日 13時35分00秒,臺中市烏日區溪壩里環中路八段375號前0.0公尺,1,普通重型-機車;營業用-小貨車(含客、貨兩用);乘客-人
108年05月12日 15時47分00秒,新北市汐止區大同路1段151號前0.0公尺,1,行人-人;自用-小客車
108年05月12日 17時50分00秒,臺南市安南區北安路4段665號前0.0公尺附近,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年05月13日 08時54分00秒,新北市汐止區大同路1段 / 新北市汐止區大同路1段,1,營業用-小貨車(含客、貨兩用);普通重型-機車;營業用-曳引車
108年05月13日 14時20分00秒,臺南市玉井區台3線 375公里600.0公尺處東側,1,普通重型-機車;大型重型1(550C.C.以上)-機車
108年05月14日 00時10分00秒,屏東縣枋山鄉台26線8.3K南向,1,自用-小客車
108年05月14日 13時29分12秒,新竹縣新埔鎮新關路五埔段1290號,1,普通重型-機車;自用-小客車
108年05月14日 16時10分00秒,臺中市南屯區永定里黎明路一段前0.0公尺,1,自用-小貨車(含客、貨兩用);行人-人;營業用-小貨車(含客、貨兩用);自用-小客車;營業用-小貨車(含客、貨兩用)
108年05月14日 18時58分00秒,花蓮縣吉安鄉吉豐路3段口 / 花蓮縣吉安鄉吉興路2段口,1,行人-人;自用-小客車
108年05月14日 19時54分00秒,新北市土城區福田路前0.0公尺,1,普通重型-機車;乘客-人
108年05月14日 20時04分00秒,臺東縣太麻里鄉三和村產業道路西側 / 臺東縣太麻里鄉三和村臺9線北側,1,自用-小客車;行人-人
108年05月15日 08時23分00秒,桃園市大溪區員林路1段口 / 桃園市大溪區員林路1段口,1,自用-小客車;普通重型-機車;自用-小客車
108年05月15日 08時53分00秒,彰化縣和美鎮新庄里彰美路2段381號前0.0公尺前,1,普通重型-機車;普通重型-機車;自用-大貨車;乘客-人
108年05月15日 18時23分00秒,桃園市蘆竹區東溪路口 / 桃園市蘆竹區內溪路口,1,腳踏自行車-慢車;自用-大貨車
108年05月15日 19時29分00秒,新北市板橋區環河西路4段前0.0公尺,1,普通重型-機車
108年05月16日 07時05分03秒,苗栗縣三灣鄉苗17 10公里800.0公尺處西側向電線桿永和幹136-1號,1,普通重型-機車
108年05月16日 22時11分00秒,新北市新店區北新路1段 / 新北市新店區光明街,1,自用-大貨車;行人-人
108年05月17日 09時17分00秒,高雄市大寮區188縣道 / 高雄市大寮區華中路,1,自用-大貨車;普通重型-機車
108年05月17日 10時12分00秒,新竹市東區光復路一段口 / 新竹市東區光復路一段口,1,營業用-大貨車;普通重型-機車
108年05月17日 10時14分24秒,臺南市北區北門路3段口 / 臺南市北區長榮路5段口,1,自用-小貨車(含客、貨兩用);普通重型-機車
108年05月17日 13時31分00秒,新北市三峽區愛國路8號前0.0公尺,1,行人-人;普通重型-機車
108年05月17日 13時48分00秒,臺南市新化區全興里中山路前0.0公尺,1,自用-小貨車(含客、貨兩用)
108年05月17日 14時52分00秒,臺中市沙鹿區北勢里英才路前0.0公尺,1,自用-小貨車(含客、貨兩用);普通重型-機車
108年05月17日 21時02分47秒,臺中市后里區后科路二段與圳寮路99巷口,1,自用-小客車;普通重型-機車
108年05月17日 23時10分48秒,彰化縣秀水鄉國道1號 204公里700.0公尺處北側向路肩,1,自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車;租賃車-小客車;乘客-人;乘客-人
108年05月18日 03時55分00秒,高雄市鳥松區水管路 / 高雄市鳥松區大同路,1,普通重型-機車;自用-小客車;乘客-人
108年05月18日 04時25分00秒,新北市三峽區弘道路52號前0.0公尺,1,普通重型-機車
108年05月18日 06時07分00秒,臺北市大安區基隆路2段 / 臺北市大安區敦化南路2段,1,自用-小客車;普通重型-機車
108年05月18日 08時38分00秒,彰化縣芳苑鄉新生村草漢路草2段前0.0公尺,1,自用-大貨車;自用-小客車
108年05月18日 09時50分00秒,新北市石碇區靜安路一段172號前0.0公尺,1,自用-小貨車(含客、貨兩用);大型重型1(550C.C.以上)-機車
108年05月18日 10時20分00秒,雲林縣水林鄉土厝村王厝寮產業道路(王厝24之10號電桿旁),1,普通重型-機車;自用-大貨車
108年05月18日 14時19分00秒,臺東縣臺東市連航路120號前0.0公尺,1,普通重型-機車;自用-大貨車
108年05月18日 17時30分56秒,新竹縣關西鎮臺三線63.1k新城高幹67號對面,1,自用-小客車;普通重型-機車;乘客-人;乘客-人;乘客-人
108年05月19日 02時00分00秒,臺中市西屯區何仁里文心路前0.0公尺,1,計程車-小客車;行人-人
108年05月19日 04時57分00秒,新北市新莊區中正路149號前0.0公尺,1,普通重型-機車
108年05月19日 14時35分15秒,雲林縣四湖鄉台17線,1,腳踏自行車-慢車;自用-小客車
