發生時間,發生地點,死亡人數,車種
108年05月19日 15時30分03秒,屏東縣內埔鄉文山路南華路,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年05月19日 17時30分00秒,臺中市大里區塗城里光正路247號前0.0公尺,1,自用-小客車;行人-人
108年05月19日 18時44分11秒,金門縣金沙鎮光華路一段、陽宅路口,1,普通重型-機車;公營公車-大客車
108年05月19日 18時48分00秒,新北市樹林區中山路2段 / 新北市樹林區東興街,1,遊覽車-大客車;普通重型-機車;乘客-人
108年05月20日 03時39分00秒,臺南市歸仁區中正北路3段16號附近,1,普通重型-機車
108年05月20日 05時15分00秒,臺中市豐原區圓環南路前0.0公尺,1,普通重型-機車
108年05月20日 18時58分00秒,高雄市仁武區鳳仁路95-33號前0.0公尺前,1,普通重型-機車;自用-小客車
108年05月21日 07時08分54秒,桃園市大溪區瑞安路1段附近 / 桃園市大溪區大鶯路附近,1,普通重型-機車;乘客-人
108年05月22日 05時49分00秒,屏東縣里港鄉土庫路79號前,1,普通重型-機車;乘客-人
108年05月22日 08時02分00秒,彰化縣彰化市東芳里環河南路1段前0.0公尺,1,普通重型-機車
108年05月22日 11時56分00秒,桃園市楊梅區瑞源里台31線22.5公里南向外車道,1,自用-小客車;自用-小貨車(含客、貨兩用);營業用-小貨車(含客、貨兩用)
108年05月22日 21時17分00秒,高雄市彌陀區產業路42之1號前0.0公尺,1,普通重型-機車
108年05月23日 10時41分00秒,屏東縣瑪家鄉沿山公路段(涼山遂道內),1,營業用-曳引車;普通重型-機車
108年05月23日 14時03分00秒,高雄市大寮區河堤路1段前 / 高雄市大寮區河堤路1段,1,營業用-曳引車;大型重型1(550C.C.以上)-機車
108年05月23日 20時12分25秒,南投縣鹿谷鄉竹林村田頭巷-後溝湖產業農路,2,自用-小客車;乘客-人
108年05月24日 03時32分40秒,臺中市后里區國道1號 157公里600.0公尺處北側向內側,1,其他人-人;自用-小客車;自用-小客車
108年05月24日 08時25分00秒,臺中市北區育德里中清路前0.0公尺,1,普通重型-機車;自用-小客車
108年05月24日 11時10分00秒,新北市三重區重新路5段673號前0.0公尺,1,普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;自用-小貨車(含客、貨兩用)
108年05月24日 13時08分00秒,臺中市烏日區五光里五光路805巷前0.0公尺,1,普通重型-機車;普通重型-機車
108年05月24日 13時46分40秒,新竹縣湖口鄉山葉路口 / 新竹縣湖口鄉和興路,1,自用-小客車;普通重型-機車
108年05月24日 14時31分00秒,臺中市大里區大里里大里路481巷2弄28號前0.0公尺,1,自用-小貨車(含客、貨兩用);普通重型-機車
108年05月24日 15時51分00秒,臺北市內湖區內湖路3段前0.0公尺,1,普通重型-機車
108年05月24日 18時38分14秒,雲林縣水林鄉水南村埔尾66之1號前,1,自用-小客車;普通重型-機車;乘客-人
108年05月25日 02時43分00秒,屏東縣長治鄉進興巷溪埔寮幹31電桿前,1,普通重型-機車
108年05月25日 06時42分00秒,臺南市永康區中山北路口 / 臺南市永康區富強路2段口,1,自用-小貨車(含客、貨兩用);自用-小客車;普通重型-機車;電動自行車-慢車;普通重型-機車;其他人-人
108年05月25日 09時40分00秒,屏東縣九如鄉東寧路南二高橋下,1,普通重型-機車;普通重型-機車
108年05月25日 12時14分00秒,新北市鶯歌區文化路前0.0公尺,1,普通重型-機車;乘客-人
108年05月25日 19時10分00秒,新北市新店區中央路45號前0.0公尺,1,行人-人;遊覽車-大客車
108年05月25日 21時55分00秒,屏東縣長治鄉信義路185號前,1,普通重型-機車
108年05月26日 02時02分00秒,嘉義縣太保市南新里159線道13.4公里附近路口,1,自用-小客車;行人-人
108年05月26日 12時44分35秒,臺南市新市區永就里中華路口 / 臺南市新市區永就里中山路口,1,普通重型-機車;普通重型-機車;乘客-人
108年05月26日 14時57分00秒,屏東縣屏東市和生路2段口 / 屏東縣屏東市和生路2段口,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年05月26日 19時11分00秒,嘉義縣水上鄉柳鄉村163線道柳林國小前,1,行人-人;自用-小客車
108年05月26日 21時22分00秒,臺中市神岡區神岡里中山路1584之3號前0.0公尺,1,自用-小貨車(含客、貨兩用);行人-人
108年05月27日 04時38分00秒,新北市泰山區國道1號 37公里600.0公尺處南側向中線,1,其他人-人;租賃車-小客車;自用-小貨車(含客、貨兩用)
108年05月27日 09時35分00秒,桃園市楊梅區秀才路口 / 桃園市楊梅區秀才路口,1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
108年05月27日 11時53分00秒,高雄市新興區中山一路59號前0.0公尺,1,自用-小客車;普通重型-機車
108年05月27日 12時10分00秒,新北市中和區連城路 / 新北市中和區員山路,1,自用-曳引車;普通重型-機車
108年05月27日 12時50分00秒,臺中市大甲區日南里工六路前0.0公尺,1,自用-小貨車(含客、貨兩用);自用-小客車
108年05月27日 13時30分00秒,臺北市萬華區環河南路2段 / 臺北市萬華區環河南路2段,1,腳踏自行車-慢車;大型重型2(250-550C.C.)-機車
108年05月27日 13時59分00秒,桃園市大園區國道2號 2公里西側向輔助,1,營業用-小貨車(含客、貨兩用);自用-大貨車;自用-小客車
108年05月28日 06時27分23秒,苗栗縣頭份市文化里信東路二段與翠亨路口,1,普通重型-機車;自用-小客車
108年05月28日 12時57分00秒,嘉義縣中埔鄉社口村台18線26.5公里,1,自用-小客車;遊覽車-大客車
108年05月28日 15時11分00秒,苗栗縣苗栗市民族路196號,1,普通重型-機車
108年05月29日 07時21分00秒,新北市新莊區龍安路249巷1號前0.0公尺,1,普通重型-機車
108年05月29日 13時10分46秒,新竹縣芎林鄉文山路749號前,1,普通重型-機車;遊覽車-大客車
108年05月29日 16時38分00秒,新竹縣竹北市中華路658號前,1,自用-小客車;普通重型-機車;電動自行車-慢車
108年05月30日 14時44分00秒,臺北市北投區洲美快速道路前0.0公尺,1,自用-小客車;計程車-小客車;乘客-人;乘客-人
108年05月30日 15時41分00秒,新北市瑞芳區臺2丁線道路 / 新北市瑞芳區三爪子坑路,1,普通重型-機車;普通重型-機車
108年05月31日 06時07分00秒,彰化縣福興鄉社尾村南環路1段前0.0公尺,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年05月31日 06時35分00秒,臺北市中山區八德路2段 / 臺北市中山區建國北路1段,1,普通重型-機車;行人-人
108年05月31日 07時14分20秒,苗栗縣頭份市尖下里台13線尖豐路與國道一號橋下前路口,1,普通重型-機車;普通重型-機車
108年05月31日 10時06分00秒,南投縣名間鄉南雲路9之30號前附近,1,普通重型-機車
108年05月31日 12時04分00秒,臺中市梧棲區中正里文化路二段267號前0.0公尺,1,行人-人;自用-小客車;行人-人
108年05月31日 14時40分00秒,雲林縣土庫鎮順天里13鄰三民街32號前,1,普通重型-機車
108年06月01日 08時57分16秒,新竹市香山區西濱快速道路北上84.6K慢車道,1,普通重型-機車
108年06月01日 19時17分00秒,彰化縣溪州鄉柑園村下柑路前0.0公尺,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年06月01日 19時57分00秒,桃園市觀音區成功路1段口 / 桃園市觀音區大同一路口,1,自用-小客車;普通重型-機車;乘客-人
108年06月01日 22時42分00秒,桃園市龜山區萬壽路一段17K處往桃園方向  S108060001,1,普通重型-機車;普通重型-機車;自用-小客車;乘客-人
108年06月02日 02時11分00秒,新北市八里區荖阡坑路前0.0公尺,1,普通重型-機車
108年06月02日 17時30分00秒,高雄市旗山區旗南三路 / 高雄市旗山區後厝巷,1,普通重型-機車;自用-小客車
108年06月03日 05時50分39秒,花蓮縣壽豐鄉台11丙線 4公里南側,1,普通重型-機車
108年06月03日 11時20分00秒,屏東縣崁頂鄉土葛路50號,1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
108年06月03日 15時15分00秒,臺北市信義區忠孝東路5段372巷27弄前0.0公尺,1,普通重型-機車;行人-人
108年06月03日 15時16分00秒,嘉義市西區湖內里民生南路前0.0公尺,1,普通重型-機車;普通重型-機車
108年06月03日 15時46分16秒,桃園市大溪區康莊路3段口 / 桃園市大溪區康莊路3段口,1,普通重型-機車;行人-人
108年06月03日 20時44分00秒,高雄市茂林區萬山巷前0.0公尺,1,自用-小客車;行人-人;行人-人
108年06月04日 04時09分00秒,新竹縣湖口鄉國道1號 75公里600.0公尺處北側向內側,1,營業用-半聯結車;租賃車-小客車;租賃車-小客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人
108年06月04日 05時46分00秒,臺中市北屯區水景里景和街前0.0公尺,1,普通重型-機車;自用-大貨車
108年06月04日 10時20分00秒,高雄市小港區高松路前0.0公尺,1,營業用-半聯結車;普通重型-機車
108年06月04日 17時06分00秒,屏東縣屏東市建國路478號前0.0公尺西側,1,行人-人;自用-小貨車(含客、貨兩用)
108年06月04日 18時14分58秒,新竹縣竹東鎮柯湖路三段路燈桿編號23207,1,普通重型-機車
108年06月04日 19時43分00秒,高雄市鳳山區中山東路 / 高雄市鳳山區中山東路,1,自用-小客車;普通重型-機車
108年06月04日 19時45分05秒,桃園市中壢區吉林路口 / 桃園市中壢區東園路口,1,營業用-曳引車;普通重型-機車
108年06月04日 21時45分00秒,嘉義縣民雄鄉豊收村大民南路口 / 嘉義縣民雄鄉豊收村南華路口,1,普通重型-機車;自用-小客車;乘客-人
108年06月05日 01時05分00秒,臺中市神岡區社口里025鄰中山路742巷20之05號前0.0公尺,1,自用-小客車;自用-小客車
108年06月05日 12時40分00秒,桃園市大園區大竹南路口 / 桃園市大園區大竹南路口,1,普通重型-機車;警備車-特種車
108年06月05日 16時45分00秒,臺南市安南區安明路4段北側 / 臺南市安南區公學路7段,1,普通重型-機車;自用-小客車
108年06月05日 22時43分54秒,宜蘭縣三星鄉大坑三路口 / 宜蘭縣三星鄉照林路1段口,1,普通重型-機車
108年06月05日 23時02分00秒,雲林縣虎尾鎮墾地里永興路與虎興西九街,1,普通重型-機車
108年06月06日 11時20分00秒,高雄市內門區182縣道內龍幹129號前0.0公尺前,1,普通重型-機車;營業用-曳引車
108年06月06日 14時38分03秒,臺南市麻豆區南63 5公里100.0公尺處南側向外側,1,普通重型-機車
108年06月06日 16時25分00秒,花蓮縣富里鄉台9線 310公里500.0公尺處西側向外側,1,自用-小客車;乘客-人;乘客-人;乘客-人
108年06月06日 17時25分00秒,高雄市梓官區赤崁北路20號前0.0公尺,1,腳踏自行車-慢車;普通重型-機車
108年06月06日 17時37分00秒,臺中市沙鹿區鹿峰里中山路前0.0公尺,1,自用-小客車;普通重型-機車
108年06月06日 20時03分00秒,臺中市南區西川里忠明南路前0.0公尺,1,自用-小客車;普通重型-機車;普通重型-機車
108年06月07日 06時50分55秒,宜蘭縣宜蘭市清華一路前0.0公尺,1,普通重型-機車
108年06月07日 20時05分24秒,雲林縣四湖鄉湖寮村咯內路30號,1,自用-小客車;普通重型-機車;乘客-人
108年06月08日 04時33分00秒,高雄市大寮區鳳林四路14-2號前0.0公尺,1,普通重型-機車;行人-人
108年06月08日 07時20分00秒,雲林縣崙背鄉豐榮村中佃產業道路路口,1,普通重型-機車;自用-小客車
108年06月08日 13時50分34秒,苗栗縣苗栗市育英街口 / 苗栗縣苗栗市玉清一街口,1,普通重型-機車;普通重型-機車
108年06月08日 16時25分00秒,屏東縣枋寮鄉瓦磘路枋寮幹71號電桿前,1,普通重型-機車;營業用-大貨車
108年06月08日 17時50分30秒,新竹縣五峰鄉羅平道路1公里處,1,普通重型-機車
108年06月08日 18時00分00秒,屏東縣九如鄉五權路與林森路口,1,普通重型-機車;自用-小客車
108年06月08日 19時22分00秒,彰化縣竹塘鄉永安村東陽路2段永吉巷前0.0公尺,1,拼裝車-其他車;普通重型-機車;乘客-人
108年06月09日 00時00分00秒,新北市萬里區台2線前0.0公尺,1,普通重型-機車;自用-小客車;乘客-人
108年06月09日 05時00分00秒,臺南市新營區民榮里新進路2段北側 / 臺南市新營區興農街,2,普通重型-機車;自用-小客車;乘客-人;普通重型-機車
108年06月09日 10時01分44秒,南投縣草屯鎮國道6號 7公里700.0公尺處西側向內側,1,自用-小客車;乘客-人;乘客-人
108年06月09日 10時50分00秒,臺中市梧棲區頂寮里港埠路二段前0.0公尺,1,普通重型-機車;普通重型-機車
108年06月09日 11時40分00秒,臺中市烏日區榮泉里環河路四段前0.0公尺,1,普通重型-機車;租賃車-小客車
108年06月09日 20時07分46秒,宜蘭縣冬山鄉冬山路1段420號前0.0公尺,1,普通重型-機車;腳踏自行車-慢車
108年06月10日 06時25分00秒,屏東縣新埤鄉萬隆村萬安路(萬隆幹157),1,自用-曳引車;普通重型-機車
108年06月10日 07時54分00秒,桃園市楊梅區瑞塘里瑞溪路2段92號前0.0公尺,1,普通重型-機車;普通重型-機車
108年06月10日 08時45分00秒,高雄市阿蓮區中正路84號前0.0公尺前,1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
108年06月10日 10時35分00秒,臺中市大里區夏田里環河路一段前0.0公尺,1,普通重型-機車
108年06月10日 14時02分00秒,高雄市岡山區岡山南路 / 高雄市岡山區阿公店路2段,1,普通重型-機車;計程車-小客車
108年06月10日 14時40分53秒,桃園市蘆竹區國道1號 51公里500.0公尺處南側向中線,1,自用-大貨車;營業用-半聯結車;民營客運-大客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人
108年06月10日 16時46分57秒,桃園市中壢區青埔路2段口 / 桃園市中壢區致祥一街口,1,自用-小客車;腳踏自行車-慢車
108年06月10日 18時10分00秒,臺中市霧峰區舊正里中投公路前0.0公尺,1,自用-小客車;自用-小貨車(含客、貨兩用)
108年06月10日 18時36分00秒,屏東縣萬丹鄉社口村南北路二段1051號前,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年06月10日 21時50分14秒,彰化縣秀水鄉國道1號 205公里南側向外側,33,民營客運-大客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人
108年06月11日 06時00分00秒,臺東縣臺東市台11線 159公里500.0公尺處,1,自用-小客車;自用-曳引車
108年06月11日 11時39分00秒,屏東縣新園鄉光復路17-2號對面,1,普通重型-機車
