發生時間,發生地點,死亡人數,車種
109年03月22日 09時15分00秒,雲林縣土庫鎮新庄里產業道路(新庄枝97右5右4左8)電桿前,1,自用-小客車;普通重型-機車
109年03月23日 06時39分50秒,臺南市南區永成路1段南側 / 臺南市南區無名道路,1,普通重型-機車;自用-小客車;自用-小客車
109年03月23日 10時35分00秒,嘉義縣大林鎮明和里台一線與西榮路口附近,1,自用-小客車;普通重型-機車
109年03月23日 14時24分00秒,嘉義縣東石鄉港墘村157線38公里處,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年03月23日 16時52分00秒,桃園市觀音區臺66線平面道路口 / 桃園市觀音區快速路8段口,1,普通重型-機車;自用-小客車
109年03月24日 04時52分00秒,臺中市西區忠誠里臺灣大道二段489號前0.0公尺,1,普通重型-機車
109年03月24日 08時00分00秒,臺中市北屯區平陽里崇德路二段前0.0公尺,1,普通重型-機車;普通重型-機車;腳踏自行車-慢車
109年03月24日 08時31分00秒,新竹市東區竹蓮街15號,1,自用-小客車;普通重型-機車;行人-人;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通輕型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;乘客-人
109年03月24日 09時40分00秒,新北市中和區國道3號 37公里900.0公尺處北側向外側,1,營業用-全聯結車;自用-小貨車(含客、貨兩用);自用-小客車;營業用-大貨車;自用-小貨車(含客、貨兩用);自用-小客車;自用-小貨車(含客、貨兩用);乘客-人
109年03月24日 10時04分00秒,新北市新莊區中環路3段 / 新北市新莊區幸福路,1,自用-小客車;普通重型-機車
109年03月24日 17時12分00秒,新北市新莊區重新堤外道路前0.0公尺,1,普通重型-機車;乘客-人
109年03月24日 22時52分00秒,新北市鶯歌區西湖街 / 新北市鶯歌區西湖街,2,普通重型-機車;大型重型1(550C.C.以上)-機車
109年03月25日 01時11分00秒,臺中市清水區槺榔里西濱快速道路前0.0公尺,2,營業用-曳引車;自用-小客車;乘客-人
109年03月25日 01時34分00秒,高雄市大寮區188縣道機慢車道號前0.0公尺,1,普通重型-機車
109年03月25日 02時17分00秒,彰化縣彰化市福田里彰南路6段467號前0.0公尺,1,普通重型-機車
109年03月25日 05時53分00秒,嘉義縣溪口鄉游東村產業道路口-台電游東1A分5號電桿處,1,普通重型-機車;租賃車-小客車
109年03月25日 10時57分44秒,苗栗縣竹南鎮大營路與建國路口,1,普通重型-機車;自用-小客車
109年03月25日 18時24分00秒,臺中市太平區太平里新仁路一段前0.0公尺,1,營業用-大貨車;普通重型-機車;乘客-人
109年03月25日 18時48分00秒,桃園市龜山區東萬壽路18.8K(往新莊區方向),1,自用-大貨車;普通重型-機車
109年03月25日 22時56分00秒,桃園市中壢區中山東路3段南側 / 桃園市中壢區龍慈路口,1,普通重型-機車;普通重型-機車;乘客-人
109年03月26日 05時40分00秒,臺中市清水區海風里和睦路前0.0公尺,1,普通重型-機車;行人-人
109年03月26日 09時50分00秒,雲林縣麥寮鄉麥豐村泰順路北側 / 雲林縣麥寮鄉麥豐村中華路西側,1,普通重型-機車;自用-小客車
109年03月26日 11時40分52秒,嘉義縣竹崎鄉中和村村里道路(奮柑幹37號電桿旁),2,自用-小貨車(含客、貨兩用);乘客-人
109年03月26日 17時10分00秒,臺東縣臺東市臨海路南側 / 臺東縣臺東市四維路,1,營業用-半聯結車;普通重型-機車;乘客-人
109年03月26日 23時12分00秒,屏東縣九如鄉黃金路、南二高平面道路口,1,自用-小貨車(含客、貨兩用);自用-小客車;乘客-人
109年03月27日 03時37分00秒,新北市五股區成泰路1段98巷前0.0公尺,1,自用-曳引車;自用-小貨車(含客、貨兩用)
109年03月27日 08時22分00秒,臺南市善化區昌隆里東勢寮211-1號前0.0公尺,1,自用-小客車;普通重型-機車
109年03月27日 11時21分00秒,高雄市永安區村永達路永達橋號前0.0公尺,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年03月27日 15時40分00秒,屏東縣鹽埔鄉勝利路與所前一巷,1,普通重型-機車;自用-大貨車;乘客-人
109年03月27日 23時30分00秒,宜蘭縣南澳鄉澳花村中央路1號前0.0公尺,1,行人-人;普通重型-機車
109年03月28日 05時08分00秒,高雄市鳳山區中山路211號前0.0公尺前,1,行人-人;計程車-小客車
109年03月28日 08時46分36秒,宜蘭縣五結鄉五濱路2段522號前0.0公尺,2,自用-小客車;自用-小客車;營業用-大貨車;行人-人
109年03月28日 10時35分00秒,高雄市六龜區新寮里三民路 / 高雄市六龜區無名路,1,普通重型-機車;自用-小客車;自用-小貨車(含客、貨兩用)
109年03月28日 15時10分00秒,高雄市苓雅區中華四路 / 高雄市苓雅區三多四路,1,電動輔助自行車-慢車;自用-小客車
109年03月28日 16時17分00秒,雲林縣褒忠鄉有才村長城141電桿前,1,普通重型-機車;普通重型-機車
109年03月28日 17時54分00秒,高雄市大樹區三和路三和0138燈桿號前0.0公尺,1,普通重型-機車;自用-小客車
109年03月29日 06時10分00秒,新北市永和區保生匝道口,1,自用-小客車
109年03月29日 11時24分00秒,桃園市蘆竹區山林路3段500號前0.0公尺,1,普通重型-機車;自用-小客車
109年03月29日 16時28分00秒,花蓮縣新城鄉嘉里村嘉里三街256號旁圍牆,1,普通重型-機車;自用-小貨車(含客、貨兩用);自用-小客車
109年03月29日 21時20分00秒,臺東縣達仁鄉台9線 426公里800.0公尺處南側向外側,1,行人-人;自用-小客車
109年03月30日 05時34分01秒,新竹縣竹北市西濱路二段鳳鼻隧道北上車道197-68K+666柱前,1,普通重型-機車
109年03月30日 07時30分00秒,宜蘭縣壯圍鄉永美路1段口 / 宜蘭縣壯圍鄉永美路1段口,2,普通重型-機車;普通重型-機車;乘客-人;乘客-人;乘客-人
109年03月30日 12時03分00秒,臺中市西屯區何南里東興路前0.0公尺,1,自用-小客車;行人-人
109年03月30日 16時20分00秒,彰化縣彰化市牛埔里中彰路前0.0公尺,1,普通重型-機車;普通重型-機車
109年03月31日 00時02分00秒,臺北市中山區南京東路3段 / 臺北市中山區龍江路,1,計程車-小客車;普通重型-機車
109年03月31日 02時10分00秒,屏東縣屏東市忠孝路650號前0.0公尺,1,自用-小貨車(含客、貨兩用);普通重型-機車
109年03月31日 05時53分00秒,澎湖縣馬公市陽明里同和路6號前0.0公尺北側,1,自用-小客車;行人-人
109年03月31日 05時55分03秒,屏東縣新園鄉興安路13-3號,2,自用-小客車;自用-小客車;乘客-人
109年03月31日 08時27分01秒,雲林縣麥寮鄉麥豐村中山路427巷8號前,1,自用-大貨車;普通重型-機車;乘客-人
109年03月31日 20時20分00秒,臺中市沙鹿區居仁里臺灣大道路七段前0.0公尺,1,自用-小客車;大型重型2(250-550C.C.)-機車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;乘客-人;乘客-人;乘客-人
109年04月01日 00時30分30秒,桃園市龍潭區佳安里中正路佳安段口 / 桃園市龍潭區佳安里淮子埔路口,1,自用-小客車
109年04月01日 07時51分00秒,彰化縣彰化市磚󿾨里線東路1段 / 彰化縣彰化市磚󿾨里水尾一路,1,普通重型-機車;普通重型-機車
109年04月01日 07時54分52秒,嘉義縣義竹鄉東榮村嘉22線5.2公里處,1,營業用-曳引車;普通重型-機車
109年04月01日 16時00分00秒,臺南市安平區民權路4段口 / 臺南市安平區安平路口,1,普通重型-機車;行人-人
109年04月01日 21時17分00秒,新北市汐止區大同路2段549號前0.0公尺,1,普通重型-機車;其他人-人
109年04月01日 22時40分57秒,宜蘭縣三星鄉拱照村三星路三段688號前0.0公尺附近,1,普通重型-機車;營業用-大貨車;乘客-人
109年04月02日 12時44分00秒,臺南市安平區中華西路2段61號前0.0公尺,1,營業用-半聯結車;普通重型-機車;自用-小客車;乘客-人
109年04月02日 15時35分51秒,南投縣水里鄉台21線 72公里500.0公尺處南側向內側,1,自用-小貨車(含客、貨兩用);自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人
109年04月02日 20時38分00秒,新竹市北區東大路三段403巷與天府路一段口,1,自用-小客車;普通重型-機車
109年04月02日 20時44分00秒,臺中市大雅區橫山里永和路126-22號前0.0公尺,1,普通重型-機車;自用-小客車
109年04月03日 04時10分00秒,嘉義縣義竹鄉頭竹村163線32公里處,1,自用-小客車;乘客-人;乘客-人;乘客-人
109年04月03日 05時59分00秒,彰化縣田尾鄉陸豐村中正路3段 / 彰化縣田尾鄉陸豐村三豐路,1,普通輕型-機車;自用-小客車
109年04月03日 06時32分00秒,新北市泰山區中港西路 / 新北市泰山區仁義路,1,普通輕型-機車;自用-小貨車(含客、貨兩用);普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通輕型-機車;普通重型-機車;普通重型-機車
109年04月03日 14時08分00秒,苗栗縣三灣鄉台3線 103公里600.0公尺處附近,1,普通重型-機車;自用-小客車
109年04月03日 19時20分52秒,宜蘭縣壯圍鄉壯濱路4段196號前0.0公尺,1,自用-小客車;乘客-人;乘客-人
109年04月03日 23時10分00秒,臺中市大里區永隆里大明路456號前0.0公尺,1,行人-人;租賃車-小客車
109年04月04日 05時43分10秒,南投縣埔里鎮西門里中正路口 / 南投縣埔里鎮西門里仁愛路口,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年04月04日 17時45分00秒,臺中市太平區長龍路四段前0.0公尺,2,普通重型-機車;乘客-人
109年04月05日 09時45分00秒,高雄市新興區八德一路 / 高雄市新興區錦田路,1,普通重型-機車;普通重型-機車
109年04月05日 22時18分00秒,高雄市鳳山區建國路1段前0.0公尺,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年04月05日 22時19分00秒,臺南市新營區新南里復興路附近,1,普通重型-機車
109年04月06日 08時44分00秒,高雄市三民區民族陸橋往北號前0.0公尺,1,普通重型-機車;普通重型-機車
109年04月06日 13時41分00秒,桃園市桃園區大興西路二段口 / 桃園市桃園區中埔一街口,1,自用-大貨車;普通重型-機車
109年04月06日 21時34分00秒,高雄市左營區翠華路 / 高雄市左營區勝利路,1,計程車-小客車;普通重型-機車;乘客-人
109年04月06日 21時36分00秒,高雄市湖內區中山路1段 / 高雄市湖內區環球路,1,營業用-曳引車;電動自行車-慢車;乘客-人
109年04月06日 21時40分07秒,新竹縣新豐鄉新和路13之6號前0.0公尺,2,自用-小客車;營業用-大貨車;乘客-人
109年04月07日 02時15分00秒,高雄市橋頭區村白樹路白樹183燈桿號前0.0公尺,1,普通重型-機車;自用-小客車
109年04月08日 06時37分00秒,基隆市暖暖區台62線東向8.3K處,1,自用-小貨車(含客、貨兩用);乘客-人;乘客-人
109年04月08日 08時00分00秒,彰化縣芳苑鄉興仁村東平路9號前0.0公尺前,1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
109年04月08日 13時25分00秒,雲林縣斗六市竹圍路〈燈桿374169號〉前,1,普通重型-機車
109年04月08日 18時32分00秒,屏東縣里港鄉茄苳路18之20號前,1,自用-大貨車;普通重型-機車
109年04月09日 16時22分28秒,新竹縣竹東鎮中正路口 / 新竹縣竹東鎮東林路,1,自用-小客車;普通重型-機車
109年04月09日 23時21分00秒,高雄市楠梓區右昌街 / 高雄市楠梓區仁昌街,1,普通重型-機車
109年04月10日 05時32分00秒,屏東縣佳冬鄉40-9308-05號電錶附近,1,普通重型-機車
109年04月10日 11時16分00秒,臺南市柳營區市道165線口 / 臺南市柳營區區道南106線口,1,普通重型-機車;自用-小客車
109年04月10日 15時07分00秒,臺北市南港區南深路50號前0.0公尺,1,普通重型-機車
109年04月10日 15時45分00秒,臺中市大里區中新里環中東路六段426號前0.0公尺,1,自用-大貨車;普通重型-機車
109年04月10日 17時14分00秒,新北市新莊區壽山路264408燈桿,1,普通重型-機車;自用-小客車;自用-小客車
109年04月10日 18時45分15秒,雲林縣麥寮鄉雲2道路,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年04月10日 20時21分00秒,桃園市八德區東勇北路口 / 桃園市八德區東勇一路口,1,自用-小客車;大型重型2(250-550C.C.)-機車;乘客-人
109年04月11日 04時32分33秒,臺南市中西區海安路1段口 / 臺南市中西區尊王路,1,自用-小客車;行人-人
109年04月11日 08時25分00秒,新竹縣竹北市溪州路206號,1,自用-小客車;普通重型-機車
109年04月11日 12時42分00秒,高雄市大社區食坑巷12之1號前0.0公尺前,1,普通重型-機車
109年04月11日 16時07分00秒,臺南市中西區金華路3段南側 / 臺南市中西區中正路南側,1,普通輕型-機車;腳踏自行車-慢車
109年04月11日 23時32分00秒,臺北市大安區羅斯福路3段297號前0.0公尺,1,民營公車-大客車;行人-人
109年04月12日 00時05分00秒,嘉義縣布袋鎮新民里台17線134.3公里處,1,普通重型-機車
109年04月12日 01時59分26秒,宜蘭縣冬山鄉美和路2段西側 / 宜蘭縣冬山鄉永安路南側,1,自用-小客車;普通重型-機車
109年04月12日 02時50分00秒,嘉義市西區竹村里北港路前0.0公尺,1,自用-小客車
109年04月12日 06時40分00秒,臺中市烏日區光明里環河路二段前0.0公尺,1,普通重型-機車
109年04月12日 09時15分50秒,花蓮縣鳳林鎮花46線5.9K,2,自用-小客車;乘客-人;乘客-人
109年04月12日 13時12分45秒,桃園市桃園區山線 58.0公里734.0公尺玉山街平交道,1,行人-人;火車-其他車
109年04月12日 20時42分00秒,臺中市北屯區平安里崇德路2段口 / 臺中市北屯區天津路4段口,1,民營公車-大客車;普通重型-機車
109年04月12日 22時32分00秒,屏東縣里港鄉玉田路37之6號,1,普通重型-機車;自用-小貨車(含客、貨兩用);自用-小客車
109年04月13日 07時35分28秒,桃園市大溪區瑞仁路68號前,1,普通重型-機車;自用-小客車;自用-小客車
109年04月13日 09時30分00秒,嘉義縣民雄鄉大崎村嘉107線6.2公里處,1,普通重型-機車
109年04月13日 10時25分18秒,臺南市仁德區土庫里土庫路附近 / 臺南市仁德區土庫里土庫路221段口,1,自用-小貨車(含客、貨兩用);普通重型-機車
109年04月13日 21時50分25秒,花蓮縣光復鄉大安村忠孝路35號前0.0公尺,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年04月14日 00時08分00秒,彰化縣彰化市福田里彰南路5段236號前0.0公尺,1,行人-人;自用-小客車
109年04月14日 04時50分38秒,苗栗縣苑裡鎮國道3號 153公里900.0公尺處南側向中內,1,自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車;計程車-小客車
109年04月14日 05時16分00秒,雲林縣虎尾鎮文科路與林森路口,1,營業用-大貨車;自用-小客車
109年04月15日 04時07分00秒,屏東縣內埔鄉台1線 405公里200.0公尺處南側,1,普通重型-機車
109年04月15日 08時15分20秒,雲林縣斗南鎮光華路口 / 雲林縣斗南鎮光聖路,2,普通重型-機車;自用-小客車;乘客-人
109年04月15日 08時47分05秒,臺南市白河區永安里裕農路裕農幹8前,1,普通重型-機車;租賃車-小客車;乘客-人
109年04月15日 09時09分00秒,彰化縣線西鄉線西村中央路2段 / 彰化縣線西鄉線西村中山街,1,普通重型-機車;營業用-大貨車
109年04月15日 09時15分00秒,彰化縣福興鄉廈粘村沿海路3段100號前0.0公尺,1,自用-小貨車(含客、貨兩用);腳踏自行車-慢車
109年04月15日 11時30分00秒,臺東縣卑南鄉東45 ,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年04月15日 17時39分00秒,臺中市大甲區薰風里水源路1-15號前0.0公尺,1,自用-小貨車(含客、貨兩用);普通重型-機車
109年04月16日 10時55分38秒,南投縣竹山鎮延平里集山路二段990號前,2,自用-小客車;行人-人;普通重型-機車;自用-小貨車(含客、貨兩用)
109年04月16日 16時28分00秒,新竹市北區北大路282號,1,普通重型-機車;營業用-大貨車;乘客-人
109年04月16日 16時34分08秒,新竹縣竹北市溪州路246巷137號,1,普通重型-機車
109年04月17日 06時17分15秒,桃園市復興區台7線 12公里700.0公尺處,1,普通重型-機車;營業用-曳引車
109年04月17日 08時20分22秒,苗栗縣苑裡鎮苑港里苗39縣600公尺處(苑港幹16D5411HB99),1,普通重型-機車
109年04月17日 18時45分00秒,屏東縣萬巒鄉佳佐村屏103線四春往佳佐,1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
109年04月17日 20時07分00秒,高雄市阿蓮區台39省道 / 高雄市阿蓮區高12鄉道,1,普通重型-機車;自用-小客車
109年04月17日 20時24分00秒,桃園市大園區中山南路二段168號前,1,自用-小客車;行人-人
109年04月17日 21時15分00秒,臺中市北屯區仁和里陳平路前0.0公尺,1,大型重型2(250-550C.C.)-機車;自用-小客車
109年04月17日 23時34分00秒,高雄市岡山區岡燕路 / 高雄市岡山區聖森路,1,普通重型-機車;自用-小客車;乘客-人
109年04月18日 10時45分00秒,臺中市南區長春里里愛國街131號前0.0公尺,1,普通重型-機車;自用-小客車
109年04月18日 16時05分00秒,高雄市楠梓區德信街 / 高雄市楠梓區德惠路,1,普通重型-機車;自用-小客車;自用-小客車
109年04月19日 07時11分00秒,彰化縣竹塘鄉新廣村光明路6號前0.0公尺前,1,普通重型-機車
109年04月19日 16時44分44秒,臺南市麻豆區寮廍里寮子廍9號之10與南63線旁路口,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年04月19日 16時51分00秒,高雄市茄萣區健康路 / 高雄市茄萣區尚禮街,1,普通重型-機車;自用-小客車
109年04月20日 00時51分00秒,宜蘭縣壯圍鄉美城村美功路1段123巷口弄前0.0公尺,1,自用-小客車;自用-小客車;乘客-人;乘客-人
109年04月20日 13時35分20秒,花蓮縣富里鄉台23線 3公里700.0公尺處附近向中內,1,普通重型-機車;拼裝車-其他車
109年04月20日 14時20分00秒,雲林縣西螺鎮新豐里福來路口 / 雲林縣西螺鎮新豐里興農西路,1,自用-小貨車(含客、貨兩用);普通重型-機車
109年04月21日 07時07分21秒,嘉義縣新港鄉海瀛村嘉85線道6公里附近,1,普通重型-機車
109年04月21日 07時53分52秒,雲林縣斗六市引善路---引善13A前,1,普通重型-機車;自用-小客車
109年04月21日 08時13分00秒,臺南市白河區永安里中山路口 / 臺南市白河區永安里富民路口,1,營業用-大貨車;普通輕型-機車
109年04月21日 08時55分00秒,雲林縣斗六市明德路與武陵街口,1,自用-小客車;普通重型-機車;自用-小客車
109年04月21日 17時05分00秒,高雄市三民區大豐一路226號前0.0公尺,1,自用-小客車;普通重型-機車
109年04月21日 20時15分00秒,嘉義縣朴子市竹圍里四維路二段196號對面,1,行人-人;普通重型-機車;自用-小客車
109年04月21日 23時52分00秒,臺中市東勢區粵寧里東豐自行車道路前0.0公尺,1,腳踏自行車-慢車
109年04月22日 09時45分00秒,彰化縣二林鎮復豐里漏磘巷29號前0.0公尺前,1,自用-小貨車(含客、貨兩用);行人-人;乘客-人
109年04月22日 11時13分00秒,彰化縣溪州鄉舊眉村中山路4段68號前0.0公尺,1,自用-大貨車;普通重型-機車
109年04月22日 12時12分00秒,高雄市永安區村保寧路1號前0.0公尺,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年04月23日 05時54分17秒,南投縣竹山鎮延和里大明路南側 / 南投縣竹山鎮延和里大和街西側,1,自用-小客車;普通重型-機車
109年04月23日 06時36分38秒,苗栗縣竹南鎮公義路北往南方向(燈桿17736的路燈附近)。,1,普通重型-機車
109年04月23日 14時07分24秒,桃園市中壢區六和路口 / 桃園市中壢區九和六街口,1,自用-小貨車(含客、貨兩用);行人-人
109年04月23日 20時45分00秒,桃園市八德區永豐路371號前0.0公尺,1,行人-人;普通重型-機車;自用-小客車
109年04月23日 22時33分00秒,新北市烏來區西羅岸路37-1號前0.0公尺,1,普通重型-機車
109年04月24日 00時09分00秒,桃園市蘆竹區八德一路35號,1,自用-小客車;自用-小貨車(含客、貨兩用)
109年04月24日 07時00分00秒,屏東縣屏東市中山路北側 / 屏東縣屏東市蘭州街東側,1,普通重型-機車;民營客運-大客車
109年04月24日 07時06分00秒,高雄市美濃區中華路 / 高雄市美濃區竹門,1,普通輕型-機車;自用-小客車
109年04月24日 07時52分00秒,臺中市龍井區龍崗里南崗產業道路前0.0公尺,1,普通重型-機車
109年04月24日 12時24分00秒,新竹市香山區中華路6段732號,1,普通重型-機車;自用-大貨車
109年04月24日 20時12分00秒,臺北市士林區承德路5段 / 臺北市士林區承德路5段口,1,民營公車-大客車;大型重型1(550C.C.以上)-機車
109年04月25日 13時05分00秒,臺中市豐原區豐田里豐田路66巷前0.0公尺,1,自用-小貨車(含客、貨兩用);普通重型-機車
109年04月25日 16時26分00秒,高雄市小港區村中安路660號前0.0公尺,1,普通重型-機車;自用-小客車
109年04月25日 18時51分00秒,屏東縣潮州鎮延平路與太平路600巷,1,自用-大貨車;大型重型1(550C.C.以上)-機車
109年04月25日 20時27分00秒,桃園市八德區興豐路538號前,1,行人-人;自用-小客車;行人-人;遊覽車-大客車
109年04月26日 10時57分00秒,彰化縣埔鹽鄉好修村員鹿路2段225號前0.0公尺,1,普通重型-機車
109年04月26日 13時47分00秒,嘉義縣太保市北新里中興路一段163號旁路口,1,自用-小客車;普通重型-機車;乘客-人
109年04月26日 16時30分00秒,嘉義市東區東興里中山路 / 嘉義市東區東興里新生路,1,自用-小貨車(含客、貨兩用);普通重型-機車
109年04月26日 16時37分00秒,新北市泰山區泰林路3段351520燈桿,1,大型重型2(250-550C.C.)-機車;自用-小客車;自用-小客車
109年04月26日 20時10分33秒,南投縣埔里鎮蜈蚣里鯉魚路3-3號西側,1,普通重型-機車
109年04月26日 21時24分00秒,高雄市永安區保安路前0.0公尺,1,普通重型-機車;乘客-人
109年04月27日 07時21分00秒,臺南市七股區縣173線 15公里100.0公尺處東側,1,普通重型-機車
109年04月27日 08時12分00秒,臺中市大雅區文雅里中和路口 / 臺中市大雅區中和三路口,1,自用-小客車;普通重型-機車
109年04月28日 08時46分00秒,屏東縣屏東市瑞光里民生路附近 / 屏東縣屏東市瑞光里民生路附近,1,普通重型-機車;普通重型-機車
109年04月28日 09時05分00秒,臺南市中西區成功路379號前0.0公尺,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年04月28日 12時00分00秒,新北市永和區中正路101號前0.0公尺,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年04月28日 13時35分32秒,雲林縣北港鎮草湖里台19線公路南側 / 雲林縣北港鎮草湖里東湖路西側,1,普通重型-機車;自用-小客車
109年04月28日 18時05分00秒,臺中市大肚區永和里溪洲路168號前0.0公尺,1,自用-小貨車(含客、貨兩用);普通重型-機車
109年04月28日 19時05分00秒,新竹縣新豐鄉青埔村1鄰青埔子3號(附近),1,自用-大貨車;普通重型-機車
109年04月29日 00時27分00秒,桃園市龍潭區國道3號 70公里北側向內側,1,自用-小客車;租賃車-小客車;租賃車-小客車;自用-小客車;乘客-人
109年04月29日 04時45分00秒,屏東縣屏東市橋南里和生路一段前0.0公尺,1,普通重型-機車;腳踏自行車-慢車
109年04月29日 06時08分00秒,彰化縣二林鎮振興里自由巷電桿編號文通枝26號,1,自用-小客車;普通重型-機車
109年04月29日 06時40分00秒,新北市板橋區台64線 22公里300.0公尺處西側向外側,1,自用-大貨車;普通重型-機車
109年04月29日 17時47分00秒,臺南市東區海線 358.0公里572.0公尺,1,行人-人;火車-其他車
109年04月29日 17時58分00秒,屏東縣屏東市民生路口 / 屏東縣屏東市自由路口,1,自用-小貨車(含客、貨兩用);普通重型-機車
109年04月29日 18時56分10秒,苗栗縣大湖鄉台3線 127.5公里附近,1,行人-人;營業用-小貨車(含客、貨兩用)
109年04月30日 07時27分00秒,宜蘭縣冬山鄉永美路口 / 宜蘭縣冬山鄉美和路1段口,1,普通輕型-機車;普通重型-機車;自用-小客車
109年04月30日 15時47分00秒,高雄市鳳山區文龍東路 / 高雄市鳳山區北忠街,1,自用-小貨車(含客、貨兩用);普通重型-機車
109年04月30日 17時18分00秒,嘉義縣新港鄉三間村產業道路台電田中27分1西分6分8號電桿處路口,1,普通重型-機車;普通重型-機車
109年04月30日 21時37分00秒,臺中市南區崇倫里忠明南路700號前0.0公尺,1,普通重型-機車
109年05月01日 00時25分54秒,花蓮縣光復鄉光復路口 / 花蓮縣光復鄉中興路口,1,行人-人;營業用-曳引車
109年05月01日 16時50分00秒,臺中市梧棲區中華路一段559巷87弄,1,普通重型-機車;自用-小客車
109年05月01日 17時00分00秒,新北市板橋區中山路1段143號前0.0公尺,1,自用-大貨車;普通重型-機車
109年05月02日 19時39分00秒,臺南市新化區太平里中正路990號前0.0公尺口,1,自用-小客車
109年05月02日 19時51分00秒,臺南市麻豆區海埔里市道171線莊禮寮1-6號前0.0公尺,1,自用-小客車;行人-人
109年05月03日 04時22分00秒,彰化縣北斗鎮大道里中山路2段 / 彰化縣北斗鎮大道里復興路,1,腳踏自行車-慢車;自用-小客車
109年05月03日 08時56分20秒,桃園市中壢區中正路口 / 桃園市中壢區義民路口,1,自用-小貨車(含客、貨兩用);行人-人
109年05月03日 13時38分00秒,屏東縣長治鄉復華街〈長協高幹55〉電線桿前,1,自用-小客車;乘客-人
109年05月03日 16時13分00秒,臺中市大甲區太白里通天路12號前0.0公尺,1,普通重型-機車
109年05月03日 16時15分00秒,臺南市楠西區台3線 355公里南側向中線,1,普通重型-機車
109年05月03日 16時30分00秒,彰化縣竹塘鄉田頭村光明路前0.0公尺,1,普通重型-機車;自用-小客車
109年05月03日 19時54分00秒,高雄市楠梓區後昌路512號前0.0公尺,1,普通重型-機車
109年05月03日 20時07分00秒,臺南市西港區縣173線 11公里北側,1,普通重型-機車;腳踏自行車-慢車
109年05月03日 21時00分00秒,新竹縣新豐鄉新興路與文昌街路口,1,自用-小客車;普通重型-機車;普通重型-機車;乘客-人
109年05月03日 23時11分00秒,嘉義縣東石鄉三家村台17線118公里處,1,自用-小客車
109年05月04日 03時00分00秒,臺南市學甲區台84線 3公里600.0公尺處東側,1,自用-小客車;營業用-半聯結車;營業用-半聯結車
109年05月04日 09時45分00秒,臺北市中山區林森北路 / 臺北市中山區德惠街,1,自用-小客車;行人-人;行人-人
109年05月04日 13時22分00秒,彰化縣溪州鄉圳寮村溪下路3段附近 / 彰化縣溪州鄉圳寮村陸軍路,1,普通重型-機車
109年05月04日 18時00分00秒,新北市土城區中央路3段 / 新北市土城區大安路,1,消防車-特種車;普通重型-機車
109年05月04日 18時25分00秒,彰化縣田尾鄉田尾村公所路 / 彰化縣田尾鄉田尾村民族路1段,1,普通重型-機車
109年05月04日 20時30分21秒,雲林縣大埤鄉南和村怡然32 9B電桿前,1,腳踏自行車-慢車
109年05月05日 04時57分07秒,宜蘭縣頭城鎮濱海路2段329號前0.0公尺,1,自用-小客車;行人-人
109年05月05日 17時29分00秒,臺北市士林區新安路 / 臺北市士林區新安路,1,農耕用車(或機械)-其他車
109年05月05日 21時21分00秒,新北市板橋區堤外機車專用道路0K+750,1,普通重型-機車;腳踏自行車-慢車;普通重型-機車
109年05月06日 10時06分00秒,嘉義縣六腳鄉蘇厝村蘇厝寮2之3號前,1,行人-人;自用-小客車
109年05月07日 04時22分00秒,桃園市龍潭區東龍路159號前0.0公尺南側,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年05月07日 15時51分00秒,高雄市美濃區和平街口 / 高雄市美濃區和平街口,1,自用-小貨車(含客、貨兩用);普通重型-機車
109年05月07日 16時14分55秒,嘉義縣竹崎鄉中和村台18線60.4公里,1,大型重型1(550C.C.以上)-機車;營業用-大貨車
109年05月07日 17時35分00秒,屏東縣新園鄉新南路口 / 屏東縣新園鄉媽祖路口,1,自用-小客車;普通重型-機車
109年05月08日 00時48分00秒,臺中市清水區台一線(大甲溪橋157.5K處往南),1,普通重型-機車;自用-小客車;乘客-人
109年05月08日 07時53分00秒,彰化縣溪湖鎮河東里二溪路2段 / 彰化縣溪湖鎮河東里二溪路2段橋北巷,1,自用-小客車;大型重型2(250-550C.C.)-機車
