發生時間,發生地點,死亡人數,車種
109年05月08日 08時56分00秒,彰化縣秀水鄉安溪村彰水路1段 / 彰化縣秀水鄉安溪村彰水路1段,1,普通重型-機車;普通重型-機車
109年05月08日 10時22分00秒,臺中市東區樂成里振興路口 / 臺中市東區育英路口,1,民營客運-大客車;電動自行車-慢車;乘客-人
109年05月08日 11時21分10秒,屏東縣里港鄉塔樓村里嶺路6號前,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年05月08日 16時08分00秒,桃園市觀音區文化路石橋段601號前,1,自用-小客車;普通重型-機車
109年05月08日 16時50分00秒,高雄市鳳山區過埤路62號前0.0公尺前,1,自用-小客車;普通重型-機車;遊覽車-大客車
109年05月08日 19時11分24秒,苗栗縣竹南鎮台一己線2.6公里處附近西向機車道與港墘里2鄰13-1號前產業道路口,1,自用-小貨車(含客、貨兩用);普通重型-機車
109年05月08日 19時17分38秒,苗栗縣苑裡鎮介壽路與介壽路42巷口,1,自用-小客車;自用-小客車;乘客-人;乘客-人;乘客-人;自用-小客車;乘客-人
109年05月09日 04時00分00秒,屏東縣屏東市復興南路一段410號前0.0公尺附近,1,行人-人;自用-小客車
109年05月09日 05時42分00秒,桃園市中壢區中華路1段口 / 桃園市中壢區自強一路口,1,普通重型-機車;普通重型-機車
109年05月09日 05時50分00秒,屏東縣東港鎮船頭里產業道路段,1,自用-小客車;其他人-人
109年05月09日 14時17分00秒,南投縣水里鄉新興村帝君巷2號前5公尺,1,自用-小客車
109年05月09日 15時17分00秒,臺中市東區東橋里建成路 / 臺中市東區東橋里振興路,1,自用-小客車;普通重型-機車
109年05月09日 16時49分00秒,澎湖縣湖西鄉鼎灣村縣203線道路口 / 澎湖縣湖西鄉鼎灣村澎11號道路口,1,普通重型-機車
109年05月09日 17時35分00秒,臺中市東區東英里十甲東路467號前0.0公尺,1,普通重型-機車;自用-小客車
109年05月09日 18時14分00秒,新北市貢寮區臺2線道路 / 新北市貢寮區無名路,1,自用-小客車;大型重型1(550C.C.以上)-機車;乘客-人;乘客-人
109年05月10日 01時48分00秒,新北市三重區疏洪東路 / 新北市三重區頂崁街,1,普通重型-機車;普通重型-機車;乘客-人
109年05月10日 04時30分00秒,宜蘭縣宜蘭市黎明路口 / 宜蘭縣宜蘭市黎明路口,1,自用-小客車
109年05月10日 04時55分00秒,臺南市北門區保吉里臺17線與南9線路口,1,行人-人;營業用-半聯結車
109年05月10日 07時49分59秒,嘉義縣義竹鄉新店村嘉30線0.2公里處,1,普通重型-機車;腳踏自行車-慢車
109年05月10日 12時30分30秒,桃園市蘆竹區國道1號 45公里700.0公尺處北側向爬坡,1,營業用-大貨車;動力機械-其他車
109年05月10日 18時44分00秒,臺北市士林區延平北路7段 / 臺北市士林區延平北路7段,1,普通重型-機車;普通重型-機車
109年05月10日 21時16分00秒,雲林縣斗六市楓湖路132號,1,普通重型-機車
109年05月11日 16時54分00秒,臺南市安南區長溪路3段口 / 臺南市安南區長和路4段,1,營業用-半聯結車;行人-人
109年05月11日 17時13分00秒,高雄市鳥松區球場路70-2號前0.0公尺,1,普通重型-機車;普通重型-機車;自用-小客車;乘客-人
109年05月11日 20時42分00秒,嘉義市西區北新里文化路1091號前0.0公尺前,1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人;腳踏自行車-慢車
109年05月12日 06時36分00秒,桃園市龜山區文化三路66號前0.0公尺,1,普通重型-機車
109年05月12日 07時48分19秒,花蓮縣富里鄉台9線 296公里200.0公尺處北側,1,普通重型-機車;自用-小客車
109年05月12日 10時35分10秒,桃園市中壢區中正路1449號前0.0公尺,1,自用-小客車;自用-小客車;乘客-人
109年05月12日 14時30分00秒,彰化縣社頭鄉龍井村鴻門巷50號前0.0公尺前,1,普通重型-機車
109年05月13日 10時54分00秒,南投縣埔里鎮中正路1075號前200.0公尺北側,1,自用-小貨車(含客、貨兩用);普通重型-機車;自用-大貨車;普通重型-機車;乘客-人
109年05月13日 14時06分00秒,新北市土城區擺接堡路前0.0公尺,1,普通重型-機車
109年05月13日 23時10分00秒,高雄市內門區台3省道 / 高雄市內門區中正路,1,普通重型-機車;大型重型2(250-550C.C.)-機車
109年05月14日 05時48分00秒,臺北市中正區中華路2段 / 臺北市中正區西藏路,1,普通輕型-機車;自用-小貨車(含客、貨兩用)
109年05月14日 09時15分00秒,臺中市后里區墩東里成功路466號前0.0公尺,1,自用-小客車;普通重型-機車;自用-小客車
109年05月14日 09時46分00秒,苗栗縣三義鄉鯉魚潭村苗140線17公里甲騰砂石場前,1,自用-半聯結車;營業用-半聯結車;自用-小客車;乘客-人
109年05月14日 10時18分00秒,臺中市清水區楊厝里和睦路二段 / 臺中市清水區楊厝里楊厝二街,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年05月14日 12時50分00秒,臺北市萬華區萬大路346號前0.0公尺,1,行人-人;普通重型-機車
109年05月14日 15時44分00秒,臺東縣臺東市更生路518號前0.0公尺,1,自用-大貨車;普通重型-機車;自用-小客車
109年05月14日 16時48分00秒,桃園市桃園區三民路二段近中央街口(M109050864青溪所),1,營業用-半聯結車;普通重型-機車
109年05月14日 17時56分01秒,苗栗縣頭份市台3線 94公里300.0公尺處南側向路肩,1,普通重型-機車
109年05月15日 05時30分51秒,桃園市中壢區龍岡路2段口 / 桃園市中壢區龍岡路2段口,1,自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車;自用-小客車
109年05月16日 06時11分00秒,高雄市湖內區山線 371.0公里235.0公尺田尾路平交道,1,行人-人;火車-其他車
109年05月16日 08時12分35秒,臺南市東山區聖賢里區道南314線前2500.0公尺西側,1,自用-小客車
109年05月16日 10時12分21秒,桃園市龜山區文二一街口 / 桃園市龜山區文化三路口,1,自用-小客車;行人-人
109年05月16日 12時10分00秒,臺中市東勢區新盛里新盛街368號前0.0公尺,1,普通重型-機車;自用-大貨車
109年05月16日 12時14分00秒,彰化縣線西鄉寓埔村線工路 / 彰化縣線西鄉寓埔村慶福路,1,自用-大貨車;普通重型-機車
109年05月16日 23時50分00秒,屏東縣枋寮鄉沿海路段,1,普通重型-機車
109年05月17日 06時45分00秒,高雄市鳥松區中正路 / 高雄市鳥松區大埤路,1,自用-小客車;自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人;乘客-人;乘客-人;乘客-人
109年05月17日 09時17分00秒,新北市石門區台2線道路 / 新北市石門區無名路,1,自用-小貨車(含客、貨兩用);大型重型1(550C.C.以上)-機車
109年05月17日 13時07分00秒,屏東縣長治鄉水源路147號前,1,普通重型-機車
109年05月17日 22時03分00秒,臺南市東區崇善路478號,1,普通重型-機車;自用-小客車;自用-小客車
109年05月18日 01時33分00秒,臺南市中西區中華西路2段口 / 臺南市中西區民生路2段,1,自用-小客車;普通重型-機車
109年05月18日 07時51分10秒,雲林縣北港鎮華勝路與文仁路口,1,自用-小客車;普通重型-機車;乘客-人
109年05月18日 09時37分00秒,高雄市阿蓮區民權路前 / 高雄市阿蓮區民生路,1,民營客運-大客車;行人-人
109年05月18日 16時40分00秒,桃園市八德區長興路770號前0.0公尺,1,自用-曳引車;普通輕型-機車;自用-小貨車(含客、貨兩用)
109年05月19日 15時58分00秒,臺南市新市區大順七路路燈16-2-6旁,1,普通重型-機車
109年05月20日 13時32分00秒,臺北市北投區中央北路2段 / 臺北市北投區文化三路,1,自用-小客車;行人-人
109年05月21日 06時00分00秒,彰化縣花壇鄉岩竹村環山路前0.0公尺,1,自用-小客車;自用-小客車;乘客-人
109年05月21日 09時25分00秒,臺中市沙鹿區六路里臺灣大道路6段口 / 臺中市沙鹿區正英路口,1,自用-大貨車;普通重型-機車
109年05月21日 14時10分00秒,臺北市北投區光明路121號前0.0公尺,1,普通重型-機車;行人-人;自用-小客車
109年05月21日 21時51分00秒,臺中市西屯區西向14-15燈桿前,1,自用-小客車;自用-小客車;自用-小客車;乘客-人
109年05月22日 04時15分00秒,臺南市山上區新庄里178甲線4.8KM附近,1,自用-小貨車(含客、貨兩用)
109年05月22日 06時22分45秒,屏東縣屏東市王厝巷口 / 屏東縣屏東市昆明街口口,1,普通重型-機車;自用-小客車
109年05月23日 05時19分00秒,臺南市後壁區長安里市道172線口 / 臺南市後壁區長安里區道南81-1線口,1,電動輔助自行車-慢車;自用-小貨車(含客、貨兩用)
109年05月23日 11時20分19秒,苗栗縣獅潭鄉台3線 116公里800.0公尺處南側向中外,1,普通重型-機車
109年05月23日 12時51分00秒,臺東縣臺東市台11線 159公里200.0公尺處向外側,1,自用-小貨車(含客、貨兩用)
109年05月23日 15時42分00秒,臺中市外埔區永豐里六分路98號前0.0公尺,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年05月23日 22時40分00秒,臺中市沙鹿區近正英路(腳踏車步道出口處),1,普通重型-機車;普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人
109年05月24日 12時10分00秒,臺東縣成功鎮台11線 127公里57.0公尺處北側向中線,1,自用-小客車;自用-小客車;乘客-人
109年05月24日 13時36分00秒,雲林縣斗六市雲科路一段與科班一路口,1,大型重型1(550C.C.以上)-機車;自用-小客車;乘客-人;乘客-人
109年05月25日 05時10分00秒,彰化縣大城鄉東港村福建路前0.0公尺,1,自用-小客車
109年05月25日 08時22分00秒,高雄市大寮區188縣道 / 高雄市大寮區華中路,1,營業用-半聯結車;普通重型-機車
109年05月25日 08時24分56秒,屏東縣萬丹鄉四維村丹榮路983號,1,普通重型-機車;行人-人
109年05月25日 08時25分00秒,彰化縣二林鎮華崙里二溪路7段 / 彰化縣二林鎮華崙里二溪路7段,1,普通輕型-機車;自用-小客車
109年05月25日 09時48分00秒,桃園市桃園區龍安街150之3號前0.0公尺,1,自用-小貨車(含客、貨兩用);行人-人
109年05月25日 22時04分00秒,桃園市大園區大竹南路17號前0.0公尺附近,3,自用-小客車;乘客-人;乘客-人
109年05月26日 05時55分00秒,屏東縣屏東市大同路口 / 屏東縣屏東市光復路口,1,自用-小客車;普通重型-機車
109年05月26日 07時35分00秒,臺中市清水區菁埔里中山路 / 臺中市清水區菁埔里海頂路,1,自用-大貨車;大型重型1(550C.C.以上)-機車;大型重型1(550C.C.以上)-機車
109年05月26日 09時33分50秒,桃園市龍潭區龍星里中正路口 / 桃園市龍潭區龍星里光明路口,1,普通重型-機車;自用-小客車
109年05月26日 10時54分00秒,澎湖縣湖西鄉縣203線 6公里500.0公尺處南側向機、慢車道,1,自用-小客車
109年05月26日 10時55分00秒,臺南市學甲區大灣里大灣138-9號前,1,普通重型-機車;遊覽車-大客車
109年05月26日 22時32分00秒,高雄市旗山區延平一路 / 高雄市旗山區中華路,1,普通重型-機車;乘客-人
109年05月27日 13時53分00秒,彰化縣芳苑鄉新生村草崙路前0.0公尺,1,自用-小客車;普通重型-機車;乘客-人
109年05月27日 17時10分39秒,雲林縣臺西鄉蚊港村雲3線與雲3之2路口,1,行人-人;自用-小客車
109年05月27日 18時55分00秒,臺南市安南區慶和路1段,1,普通重型-機車;自用-小客車
109年05月27日 19時10分21秒,臺南市新化區豐榮里大智路147號前0.0公尺,1,普通重型-機車;腳踏自行車-慢車;自用-小客車
109年05月28日 17時22分00秒,臺中市大里區環河路一段,1,普通重型-機車
109年05月28日 19時10分00秒,雲林縣斗南鎮林子里泰山路207-1號,1,腳踏自行車-慢車;自用-小客車
109年05月29日 05時35分00秒,彰化縣溪湖鎮湖東里員鹿路2段 / 彰化縣溪湖鎮湖東里長青街,1,普通重型-機車;自用-小客車
109年05月29日 09時18分00秒,臺中市北屯區民德里東山路二段161-1號前0.0公尺,1,營業用-曳引車;普通重型-機車
109年05月29日 10時44分00秒,臺北市萬華區西園路2段140巷48-1號前0.0公尺,1,腳踏自行車-慢車;普通重型-機車
109年05月29日 11時26分00秒,臺中市大雅區埔墘幹71號附近,1,自用-小客車;乘客-人
109年05月29日 13時16分00秒,桃園市蘆竹區中正路(長榮站牌旁),1,自用-大貨車;普通重型-機車
109年05月29日 17時27分47秒,新竹縣新豐鄉新市路口 / 新竹縣新豐鄉永寧街口,1,行人-人;自用-小客車
109年05月29日 22時34分00秒,新竹市東區中華路一段239號前,1,自用-小客車;腳踏自行車-慢車
109年05月30日 04時38分36秒,南投縣鹿谷鄉廣興村中正路1段與中正一路口,1,自用-小客車;行人-人
109年05月30日 17時12分30秒,新竹縣新埔鎮新湖路鳳山高幹115之26E019906號電桿(景觀咖啡)前,1,普通重型-機車;自用-大貨車;自用-小客車
109年05月30日 22時20分03秒,南投縣仁愛鄉台14線 83公里500.0公尺處,1,普通重型-機車
109年05月30日 22時20分33秒,雲林縣西螺鎮廣興路與振安路口,1,普通重型-機車;自用-小客車;乘客-人
109年05月31日 01時19分00秒,臺中市大雅區大雅里中清路三段1176號前0.0公尺,1,自用-小客車;自用-小客車;自用-小客車;計程車-小客車;自用-小客車;乘客-人;乘客-人
109年05月31日 04時57分00秒,桃園市大溪區台三線38.7公里處(崎頂下坡段),1,普通重型-機車
109年05月31日 05時37分00秒,新北市瑞芳區106線道路前0.0公尺,1,普通重型-機車
109年05月31日 05時52分00秒,彰化縣鹿港鎮永安里自由路 / 彰化縣鹿港鎮永安里中正路,1,普通重型-機車;遊覽車-大客車
109年05月31日 10時58分00秒,新北市三峽區中園街189號前0.0公尺,1,自用-小客車;普通重型-機車;普通重型-機車;乘客-人
109年05月31日 23時23分00秒,臺北市松山區民生東路4段 / 臺北市松山區光復北路,1,民營公車-大客車;普通重型-機車
109年06月01日 07時45分00秒,高雄市左營區博愛三路前0.0公尺,1,普通重型-機車;普通重型-機車
109年06月01日 08時41分00秒,高雄市三民區自由一路 / 高雄市三民區北平一街,1,營業用-小貨車(含客、貨兩用);普通重型-機車;普通重型-機車;普通重型-機車
109年06月01日 11時03分00秒,新北市板橋區新北市板橋區環河西路4段與華江五路,2,自用-大貨車;大型重型1(550C.C.以上)-機車;大型重型1(550C.C.以上)-機車
109年06月01日 16時06分00秒,雲林縣元長鄉鹿南村中洽路與明鹿路口,1,普通重型-機車;自用-小客車
109年06月02日 03時47分16秒,臺南市北區中華北路二段鄭仔寮橋,1,普通重型-機車;乘客-人
