發生時間,發生地點,死亡人數,車種
110年10月16日 18時45分00秒,花蓮縣玉里鎮台9線 268公里200.0公尺處北側向機、慢車道,1,普通重型-機車;行人-人
110年10月16日 21時07分00秒,臺中市沙鹿區六路里臺灣大道六段1018號前0.0公尺,1,普通重型-機車;行人-人
110年10月16日 22時14分00秒,臺中市和平區南勢里東關路三段前0.0公尺,1,普通重型-機車;普通重型-機車
110年10月17日 04時25分00秒,新北市五股區新五路2段 / 新北市五股區自強路,1,自用-小客車;自用-小客車;乘客-人
110年10月17日 12時06分10秒,屏東縣九如鄉後庄村南二高下平面道路東寧路24巷旁路口,1,普通重型-機車;自用-小客車;乘客-人
110年10月17日 14時44分00秒,屏東縣恆春鎮南灣路段(台26線28.3公里處),1,普通重型-機車;普通重型-機車
110年10月17日 21時05分15秒,臺北市南港區國道3號 15公里北側向交流道,1,自用-小客車;自用-小客車;乘客-人
110年10月17日 22時01分00秒,新竹縣新豐鄉後湖村13鄰十一股51之2號,1,普通重型-機車
110年10月18日 06時50分31秒,宜蘭縣三星鄉大德路2段口 / 宜蘭縣三星鄉尚健五路2段口,1,普通重型-機車;自用-小客車
110年10月18日 07時50分01秒,雲林縣斗六市竹圍路105之1號前,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年10月18日 08時10分00秒,臺中市大里區新里里德芳路二段45號前0.0公尺,1,普通重型-機車;營業用-全聯結車
110年10月18日 10時20分00秒,臺南市關廟區南雄南路口 / 臺南市關廟區中崙街口,1,普通重型-機車
110年10月18日 11時40分00秒,臺南市安定區安加里安定258-61號附近,1,普通重型-機車;營業用-半聯結車
110年10月18日 12時33分00秒,高雄市岡山區介壽西路209號前0.0公尺,1,普通重型-機車;自用-小貨車(含客、貨兩用);自用-小客車;自用-小貨車(含客、貨兩用);乘客-人
110年10月18日 14時30分00秒,屏東縣新園鄉台27線仙吉42T2978ED94電線桿,1,普通重型-機車;營業用-小貨車(含客、貨兩用)
110年10月18日 15時20分00秒,高雄市美濃區中華路49-5號前0.0公尺前,1,自用-小客車;自用-小貨車(含客、貨兩用)
110年10月19日 06時25分00秒,高雄市鳳山區五甲一路前 / 高雄市鳳山區五甲一路,1,普通重型-機車;自用-小客車
110年10月19日 07時54分00秒,高雄市左營區菜公路 / 高雄市左營區翠明路,1,普通重型-機車;普通重型-機車
110年10月19日 08時09分00秒,桃園市觀音區忠富路崙坪段口 / 桃園市觀音區崙坪六路口,1,普通重型-機車;普通重型-機車
110年10月19日 09時16分00秒,新北市永和區中正路455之1號前0.0公尺,1,租賃車-小客車;普通重型-機車;民營公車-大客車;普通重型-機車
110年10月19日 16時23分23秒,臺南市新營區國道1號 288公里900.0公尺處北側向內側,1,自用-小貨車(含客、貨兩用);租賃車-小客車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用)
110年10月20日 00時06分00秒,臺中市西屯區廣福里環中路二段708號前0.0公尺,1,普通重型-機車
110年10月20日 06時32分27秒,雲林縣崙背鄉阿勸村雲6道路路燈電桿225049號旁路口,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年10月20日 11時23分00秒,高雄市橋頭區中崎路17號前0.0公尺,1,自用-小貨車(含客、貨兩用);自用-大貨車
110年10月20日 12時59分00秒,彰化縣竹塘鄉新廣村光明路31-1號前0.0公尺前,1,自用-小客車;行人-人
110年10月21日 06時06分00秒,新北市林口區文化北路1段 / 新北市林口區文化北路,1,自用-小客車;行人-人
110年10月21日 06時42分22秒,雲林縣元長鄉山內村台19線古松26-50號旁路口,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年10月21日 14時22分00秒,臺南市仁德區後壁里中正路二段口 / 臺南市仁德區後壁里省道臺86線快速公路口,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年10月22日 07時11分00秒,高雄市仁武區水管路 / 高雄市仁武區大德街,1,自用-小客車;普通重型-機車;行人-人
110年10月22日 19時18分00秒,臺北市南港區興華路28號前0.0公尺,1,行人-人;普通重型-機車
110年10月23日 05時39分00秒,彰化縣二林鎮香田里儒林路10之1號前0.0公尺附近,1,腳踏自行車-慢車
110年10月23日 11時50分00秒,臺南市佳里區子龍里南47線公路0.7公里處北向排水溝,1,普通重型-機車;乘客-人
110年10月23日 14時25分00秒,高雄市六龜區興龍里台27省道8.1公里號前0.0公尺,1,自用-小貨車(含客、貨兩用);自用-小客車
110年10月23日 16時27分00秒,彰化縣福興鄉二港村福正路181弄臨62號前0.0公尺,1,普通重型-機車
110年10月23日 22時15分00秒,臺中市北屯區新平里中清路二段869號前0.0公尺,1,普通重型-機車;自用-小客車
110年10月24日 02時29分00秒,屏東縣麟洛鄉中山路66號前0.0公尺,1,自用-小客車;普通重型-機車
110年10月24日 12時17分00秒,屏東縣屏東市環河路河濱公園入口處,1,自用-小客車;普通重型-機車;乘客-人
110年10月24日 15時40分00秒,嘉義縣番路鄉觸口村台18線34.5公里處(黎明隧道內),1,自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人
110年10月24日 17時47分00秒,苗栗縣頭份市中正路392號,1,行人-人;自用-小客車
110年10月24日 22時43分00秒,雲林縣斗六市西平路地下道機慢車專用道,1,普通重型-機車;普通重型-機車
110年10月25日 08時52分00秒,高雄市大寮區光明路3段 / 高雄市大寮區光明路3段,1,普通重型-機車;普通重型-機車
110年10月25日 17時39分00秒,高雄市三民區合江街 / 高雄市三民區同盟一路,1,普通重型-機車;自用-小客車
110年10月25日 19時33分00秒,臺中市清水區菁埔里臨港路七段 / 臺中市清水區菁埔里中華北路,1,大型重型2(250-550C.C.)-機車;自用-小客車
110年10月25日 21時41分00秒,桃園市桃園區寶慶路478號前0.0公尺,1,普通重型-機車;普通重型-機車
110年10月26日 18時05分00秒,桃園市平鎮區龍南路167號前0.0公尺附近,1,大型重型2(250-550C.C.)-機車;行人-人;自用-大貨車
110年10月27日 08時40分00秒,彰化縣埔鹽鄉好修村光明路2段860弄前0.0公尺,1,自用-小貨車(含客、貨兩用);普通重型-機車
110年10月27日 10時50分07秒,南投縣埔里鎮牛眠里西安路二段296號前0.0公尺,1,自用-小客車
110年10月27日 11時07分00秒,新北市三峽區新北市三峽區溪東路辭修高中前,1,普通重型-機車
110年10月27日 18時00分00秒,嘉義縣中埔鄉社口村內埔6A電附近,1,自用-小貨車(含客、貨兩用);普通重型-機車
110年10月27日 19時42分31秒,臺南市安南區本田路二段口 / 臺南市安南區安明路三段口,1,自用-小客車;普通重型-機車;乘客-人
110年10月27日 21時43分00秒,臺中市沙鹿區埔子里臺灣大道六段 / 臺中市沙鹿區埔子里鎮南路一段,1,自用-小客車;普通重型-機車
110年10月27日 21時44分00秒,雲林縣水林鄉順興村雲146線公路2公里850公尺處,1,自用-小客車;乘客-人;乘客-人
110年10月27日 22時18分00秒,臺中市南屯區鎮平里黎明路一段 / 臺中市南屯區鎮平里龍富路三段,1,普通重型-機車;普通重型-機車
110年10月28日 05時10分00秒,基隆市中山區中山二路95號前0.0公尺,1,行人-人;普通重型-機車
110年10月28日 08時12分00秒,嘉義縣新港鄉宮前村縣道164線22.9公里處東向慢車道,1,普通重型-機車;腳踏自行車-慢車
110年10月28日 10時27分24秒,臺南市下營區紅甲里台19甲線7.6K處往南533266燈桿前,1,普通重型-機車
110年10月28日 11時15分00秒,臺中市霧峰區丁台里峰東路 / 臺中市霧峰區丁台里丁台路,1,自用-小客車;普通重型-機車
110年10月28日 17時36分00秒,高雄市鼓山區中華一路 / 高雄市鼓山區中華一路,1,普通重型-機車;普通重型-機車
110年10月29日 05時50分00秒,新竹縣新埔鎮新北里4鄰29-2號旁,1,租賃車-小客車;普通重型-機車;乘客-人
110年10月29日 09時37分00秒,新北市三重區正義北路 / 新北市三重區大榮街,1,自用-小貨車(含客、貨兩用);行人-人
110年10月29日 17時47分00秒,新北市新莊區瓊林路182之5號前0.0公尺,1,普通重型-機車;普通重型-機車;普通重型-機車;自用-小客車
110年10月30日 10時20分00秒,彰化縣彰化市香山里彰南路2段262弄前0.0公尺,1,普通重型-機車;行人-人;自用-大貨車
110年10月30日 15時14分00秒,彰化縣彰化市桃源里環山路前0.0公尺,1,普通重型-機車
110年10月30日 17時35分23秒,苗栗縣後龍鎮大庄里中山路與中山路966巷口,1,自用-小貨車(含客、貨兩用);普通重型-機車
110年10月31日 00時29分00秒,高雄市燕巢區工程路西燕094路燈號前0.0公尺,1,普通重型-機車
110年10月31日 01時36分00秒,高雄市大寮區光華路 / 高雄市大寮區188縣道,1,普通重型-機車;乘客-人
110年10月31日 06時36分00秒,嘉義市西區保生里興達路330號前0.0公尺,1,自用-小客車;普通重型-機車;乘客-人;自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車
110年10月31日 09時41分00秒,臺中市南屯區文山里忠勇路 / 臺中市南屯區文山里文山東巷,1,普通重型-機車;普通重型-機車;自用-小客車;自用-小客車
110年10月31日 09時55分00秒,高雄市大寮區潮寮路 / 高雄市大寮區無名路,1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
110年10月31日 10時27分00秒,高雄市鳳山區南華一路 / 高雄市鳳山區保華二路,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年10月31日 15時18分00秒,屏東縣新園鄉田洋村產業道路(電桿:田洋3)(近仙隆路220號),1,普通重型-機車
110年10月31日 16時22分00秒,臺中市龍井區新庄里臺灣大道五段前0.0公尺,1,普通重型-機車
110年10月31日 17時33分48秒,雲林縣麥寮鄉海豐村雲2線(麥寮鄉011800路燈),1,普通重型-機車
110年10月31日 19時26分06秒,新竹縣湖口鄉德興路519巷口,1,自用-小客車;行人-人
110年10月31日 20時10分00秒,臺南市玉井區台20線 28公里900.0公尺處附近向路肩,1,自用-小貨車(含客、貨兩用)
110年11月01日 00時51分03秒,苗栗縣銅鑼鄉樟樹村竹圍南枝1,1,大型重型2(250-550C.C.)-機車
110年11月01日 13時30分00秒,雲林縣東勢鄉龍潭村和平路70-1號旁路口,1,自用-大貨車;自用-小客車;乘客-人
110年11月01日 17時59分00秒,新竹市北區竹港大橋南下P14標示牌前,1,自用-小貨車(含客、貨兩用);營業用-曳引車
110年11月01日 23時43分00秒,臺中市北屯區和平里祥順路二段 / 臺中市北屯區和平里軍福十三路,1,普通重型-機車;大型重型2(250-550C.C.)-機車
110年11月02日 17時45分00秒,桃園市大溪區興昌路二段燈桿1063575號前,1,自用-大貨車;普通重型-機車
110年11月03日 07時21分00秒,臺北市北投區大度路1段168號前0.0公尺,1,普通重型-機車
110年11月03日 07時40分00秒,臺中市大里區國光里德芳南路 / 臺中市大里區國光里德芳南三街,1,自用-小客車;普通重型-機車
110年11月03日 08時11分00秒,桃園市大園區環區東路376號前0.0公尺附近,1,普通重型-機車;乘客-人
110年11月03日 10時21分00秒,嘉義縣民雄鄉大崎村中正路與村里道路路口,1,普通重型-機車;自用-小客車;乘客-人
110年11月03日 17時10分00秒,屏東縣潮州鎮太平路328號,1,普通重型-機車;普通重型-機車
110年11月03日 20時20分00秒,屏東縣新園鄉臥龍路495-72號,1,普通重型-機車;乘客-人
110年11月03日 23時09分00秒,臺中市清水區槺榔里鰲峰路688號前0.0公尺,1,普通重型-機車
110年11月04日 06時21分00秒,高雄市鳳山區保南二路 / 高雄市鳳山區保雅路,1,普通重型-機車;計程車-小客車
110年11月04日 07時52分00秒,新北市泰山區泰林路2段 / 新北市泰山區中港西路,1,普通重型-機車;普通重型-機車
110年11月04日 12時03分00秒,高雄市三民區建國二路 / 高雄市三民區無名路,1,自用-小客車;普通重型-機車;自用-小客車;大型重型2(250-550C.C.)-機車;普通重型-機車;自用-小貨車(含客、貨兩用)
110年11月04日 14時08分00秒,臺南市安南區城安東街南側 / 臺南市安南區城安路東側,1,自用-小客車;普通重型-機車
110年11月04日 14時43分00秒,嘉義縣布袋鎮新民里台17線135.1公里,1,公營公車-大客車;腳踏自行車-慢車
110年11月04日 19時06分00秒,桃園市中壢區後興路二段411號前0.0公尺附近,1,營業用-大貨車;普通重型-機車;其他人-人
110年11月05日 07時02分00秒,新竹市東區食品路63號,1,普通輕型-機車;遊覽車-大客車
110年11月05日 07時57分57秒,桃園市楊梅區瑞原里台31線北上22.8公里處,1,普通重型-機車;營業用-曳引車
110年11月05日 16時48分17秒,臺南市安南區國姓橋(1號路燈燈桿),1,普通重型-機車
110年11月05日 18時37分00秒,新竹市北區延平路一段495號對面,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年11月06日 06時26分00秒,臺中市霧峰區四德里四德路 / 臺中市霧峰區四德里中投東路二段,1,營業用-曳引車;腳踏自行車-慢車
110年11月06日 11時11分00秒,屏東縣林邊鄉中正路37號對面,1,普通重型-機車
110年11月06日 11時13分00秒,彰化縣福興鄉橋頭村彰鹿路7段204巷205弄2號前0.0公尺前,1,普通重型-機車;自用-小客車
110年11月06日 11時48分00秒,屏東縣長治鄉信義路1348號,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年11月06日 14時50分00秒,臺中市清水區高西里港埠路五段 / 臺中市清水區高西里高美路,1,普通重型-機車;自用-小客車
110年11月06日 16時00分00秒,高雄市左營區華夏路 / 高雄市左營區新莊一路,1,自用-小貨車(含客、貨兩用);普通重型-機車
110年11月06日 17時42分00秒,南投縣水里鄉台16線 26公里800.0公尺處,1,自用-小客車;行人-人
110年11月07日 06時50分50秒,苗栗縣後龍鎮外埔里苗8線1公里處附近,1,自用-小貨車(含客、貨兩用);腳踏自行車-慢車
110年11月07日 07時22分00秒,新竹縣新豐鄉青埔村4鄰青埔子46-1號(附近),1,普通重型-機車
110年11月07日 07時40分19秒,南投縣草屯鎮中山里太平路二段、中興路口,1,自用-小客車;腳踏自行車-慢車
110年11月07日 08時31分28秒,新竹縣北埔鄉埔心街92巷前0.0公尺口,1,普通重型-機車;大型重型1(550C.C.以上)-機車
110年11月07日 10時21分00秒,彰化縣田中鎮大社里大社路2段 / 彰化縣田中鎮大社里大社路2段,1,普通重型-機車;自用-小客車
110年11月07日 13時53分00秒,新竹縣橫山鄉中豐路三段與大平地265巷口,1,自用-小貨車(含客、貨兩用)
110年11月08日 22時47分00秒,高雄市仁武區水管路 / 高雄市仁武區仁和街,1,自用-小貨車(含客、貨兩用);普通重型-機車
110年11月09日 10時06分00秒,桃園市八德區新興路附近 / 桃園市八德區建國路附近,1,腳踏自行車-慢車;營業用-大貨車
110年11月09日 20時59分00秒,嘉義縣竹崎鄉龍山村頂枋仔林12-7號(166線50公里700公尺處),1,自用-小客車;普通重型-機車;行人-人;行人-人;行人-人
110年11月10日 07時03分00秒,雲林縣土庫鎮石廟里產業道路(仁和53西19電桿旁),1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年11月10日 07時36分19秒,宜蘭縣蘇澳鎮蘇濱路口 / 宜蘭縣蘇澳鎮馬賽路口,1,營業用-曳引車;普通重型-機車;其他人-人;其他人-人;其他人-人
110年11月10日 09時06分00秒,高雄市彌陀區鹽埕大路 / 高雄市彌陀區和平路,1,普通重型-機車;自用-小客車;乘客-人
110年11月10日 10時07分45秒,屏東縣枋山鄉中山路三段17號前(台一線455.5K),1,自用-小客車
110年11月10日 12時39分00秒,高雄市茄萣區正順東路崎漏332路燈號前0.0公尺,1,普通重型-機車
110年11月11日 10時50分52秒,南投縣仁愛鄉台14甲線 3公里200.0公尺處西側,1,自用-小客車;乘客-人;乘客-人;乘客-人
110年11月11日 12時30分55秒,雲林縣斗南鎮台1丁線 13公里東側向機、慢車道,1,普通重型-機車;腳踏自行車-慢車
110年11月11日 17時35分00秒,新竹縣竹北市中正西路1452號,1,行人-人;自用-小客車
110年11月11日 20時24分04秒,宜蘭縣頭城鎮頭濱路1段106號前0.0公尺附近,1,普通重型-機車
110年11月11日 23時00分02秒,新竹縣峨眉鄉台三線道路89.5公里處往南,2,自用-小客車;乘客-人;乘客-人
110年11月12日 05時40分00秒,臺北市文山區木柵路4段 / 臺北市文山區木柵路4段口,1,自用-小客車;普通重型-機車;自用-小客車
110年11月12日 10時55分42秒,臺南市永康區正南三路北側 / 臺南市永康區塩信街,1,自用-小貨車(含客、貨兩用);普通重型-機車
110年11月13日 05時12分00秒,高雄市大寮區光明路3段 / 高雄市大寮區翁園路,2,自用-小客車;普通重型-機車;乘客-人;乘客-人
110年11月13日 15時50分22秒,雲林縣虎尾鎮新吉里86905918電桿前,1,普通重型-機車;普通重型-機車
110年11月13日 16時00分00秒,臺中市北屯區新平里大鵬路 / 臺中市北屯區新平里信平路,1,普通重型-機車;營業用-曳引車
110年11月13日 17時37分00秒,新北市三峽區中正路2段163號前0.0公尺,1,自用-大貨車;普通重型-機車;乘客-人
110年11月14日 12時08分00秒,嘉義縣中埔鄉石硦村分水嶺102號電桿附近,1,普通重型-機車
110年11月15日 05時21分00秒,高雄市三民區大昌二路145號前0.0公尺,1,自用-小客車;行人-人;自用-小客車;自用-小客車
110年11月15日 10時34分00秒,新北市中和區立德街111號前0.0公尺,1,自用-小貨車(含客、貨兩用);普通重型-機車
110年11月15日 10時40分00秒,臺北市士林區中正路 / 臺北市士林區延平北路5段,2,自用-曳引車;普通重型-機車;乘客-人
110年11月15日 11時15分58秒,新竹縣橫山鄉橫山村新庄街24號附近,1,普通重型-機車
110年11月15日 11時58分00秒,桃園市觀音區台61線 42公里100.0公尺處南側向外側,1,大型重型1(550C.C.以上)-機車;營業用-大貨車
110年11月15日 18時34分00秒,雲林縣西螺鎮公館里170號旁道路,1,普通重型-機車;自用-小貨車(含客、貨兩用);普通重型-機車
110年11月15日 21時55分00秒,高雄市前鎮區中山四路 / 高雄市前鎮區鎮海路,1,普通重型-機車
110年11月15日 23時18分12秒,臺南市將軍區鯤鯓里區道南26線東側 / 臺南市將軍區鯤鯓里市道173甲線南側,1,自用-小客車;普通重型-機車;乘客-人
110年11月16日 08時34分00秒,澎湖縣馬公市縣201線 2公里600.0公尺處北側向內側,1,行人-人;自用-大貨車
110年11月16日 09時08分00秒,苗栗縣銅鑼鄉新隆村苗119線29.3公里處,1,自用-大貨車;普通重型-機車
110年11月16日 15時48分00秒,彰化縣芬園鄉中崙村大彰路2段431號前0.0公尺,1,自用-大貨車;普通重型-機車
110年11月16日 22時12分00秒,彰化縣員林市大明里員集路1段350號前0.0公尺,1,自用-小貨車(含客、貨兩用);普通重型-機車;自用-小客車
110年11月17日 00時42分20秒,臺中市西屯區國道1號 176公里北側向外側,1,營業用-全聯結車;營業用-全聯結車;自用-小貨車(含客、貨兩用);營業用-半聯結車
110年11月17日 07時04分38秒,桃園市平鎮區平德路16號前0.0公尺,1,行人-人;大型重型2(250-550C.C.)-機車
110年11月17日 08時50分00秒,臺中市清水區中社里港埠路三段 / 臺中市清水區中社里中社路,1,營業用-半聯結車;電動自行車-慢車
110年11月17日 19時05分00秒,雲林縣西螺鎮國道1號 231公里200.0公尺處南側向中線,1,自用-小客車;自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車;乘客-人
110年11月17日 21時36分00秒,新北市中和區環河西路3段 / 新北市中和區光環路2段,1,自用-小客車;大型重型2(250-550C.C.)-機車;乘客-人
110年11月18日 02時03分00秒,新北市淡水區淡金路3段196號前0.0公尺,1,普通重型-機車;普通重型-機車
110年11月18日 02時45分35秒,新竹縣新豐鄉瑞興村崁頭7之3號附近,1,普通重型-機車
110年11月18日 08時32分00秒,彰化縣鹿港鎮海埔里鹿草路2段 / 彰化縣鹿港鎮海埔里鹿草路2段,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年11月18日 10時44分00秒,新北市三重區國道1號 26公里900.0公尺處南側向交流道,1,營業用-半聯結車
110年11月18日 11時31分00秒,高雄市旗山區旗甲路2段 / 高雄市旗山區旗甲路2段,1,普通重型-機車
110年11月18日 11時45分00秒,桃園市桃園區三民路二段附近 / 桃園市桃園區春日路口,1,普通重型-機車;營業用-曳引車
110年11月18日 14時09分00秒,屏東縣新園鄉港墘路3之390號前0.0公尺附近,1,普通重型-機車
110年11月18日 14時16分02秒,屏東縣枋山鄉台1線 454.9公里,1,自用-小客車;大型重型1(550C.C.以上)-機車;乘客-人
110年11月18日 17時00分00秒,臺北市內湖區國道1號 17公里700.0公尺處北側向內側,2,自用-大貨車;營業用-半聯結車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人
110年11月18日 18時16分00秒,臺中市東區東興里台中路403-7號前0.0公尺,1,行人-人;大型重型2(250-550C.C.)-機車
110年11月18日 20時35分00秒,臺中市梧棲區草湳里自立一街62號前0.0公尺,1,自用-小客車;電動自行車-慢車
110年11月19日 00時12分35秒,苗栗縣銅鑼鄉苗128線、台13線口,2,普通重型-機車;營業用-曳引車;乘客-人
110年11月19日 07時02分00秒,高雄市岡山區聖森路竹圍103路燈號前0.0公尺前,1,普通重型-機車
110年11月19日 08時50分17秒,苗栗縣造橋鄉國道3號 121公里100.0公尺處北側向路肩,1,自用-小客車;乘客-人
110年11月19日 10時36分43秒,新竹縣竹北市博愛南路南側 / 新竹縣竹北市興隆路1段東側,1,動力機械-其他車;腳踏自行車-慢車
110年11月19日 12時23分11秒,新竹市香山區西濱快速道路口 / 新竹市香山區美山路口,1,自用-半聯結車;營業用-半聯結車
110年11月19日 16時00分00秒,彰化縣秀水鄉金興村正興路 / 彰化縣秀水鄉金興村正興路,1,普通重型-機車
110年11月19日 21時09分21秒,苗栗縣竹南鎮大山里苗八線與苗九線路口,1,自用-小客車;普通重型-機車;乘客-人
110年11月20日 01時40分20秒,宜蘭縣壯圍鄉191縣道路口 / 宜蘭縣壯圍鄉192縣道路口,1,自用-小貨車(含客、貨兩用);普通重型-機車
110年11月20日 05時17分00秒,雲林縣西螺鎮振興里臺1線與市場南路口(南往北方向),1,自用-小貨車(含客、貨兩用);腳踏自行車-慢車;乘客-人
110年11月20日 06時24分00秒,南投縣南投市彰南路二段338號前0.0公尺,1,普通重型-機車;普通重型-機車;普通重型-機車
110年11月20日 08時50分00秒,臺中市潭子區東寶里雅潭路二段 / 臺中市潭子區東寶里大富路二段,1,自用-小客車;計程車-小客車;普通重型-機車;普通重型-機車;其他人-人
110年11月20日 09時43分00秒,桃園市大園區青昇路一段25號前0.0公尺,1,自用-小貨車(含客、貨兩用);普通重型-機車
110年11月20日 12時57分32秒,宜蘭縣南澳鄉河堤道路鐵路橋下,1,自用-小貨車(含客、貨兩用);乘客-人;乘客-人
110年11月20日 18時47分00秒,彰化縣鹿港鎮東石里媽祖路前0.0公尺,1,電動自行車-慢車;自用-小客車
110年11月20日 22時19分00秒,臺北市文山區新光路1段 / 臺北市文山區萬壽橋,1,自用-小貨車(含客、貨兩用);行人-人
110年11月21日 00時00分00秒,高雄市左營區自由二路467號前0.0公尺前,1,行人-人;自用-小客車
110年11月21日 05時00分00秒,彰化縣埔鹽鄉崑崙村彰水路1段141號前0.0公尺前,1,自用-小客車
110年11月21日 05時17分00秒,桃園市龍潭區福龍路3段附近 / 桃園市龍潭區福龍路3段附近,1,普通重型-機車
110年11月21日 08時50分00秒,嘉義縣中埔鄉義仁村潭情路與田寮路口,1,自用-小客車;大型重型2(250-550C.C.)-機車
110年11月21日 12時30分21秒,宜蘭縣三星鄉台7丙線 19公里東側向內側,1,普通重型-機車;自用-小客車;乘客-人;乘客-人
110年11月21日 16時55分00秒,基隆市中山區中山二路123號前0.0公尺,1,普通重型-機車;乘客-人
110年11月21日 17時54分00秒,高雄市大寮區鳳屏一路 / 高雄市大寮區鳳屏一路,1,自用-小客車;自用-小客車;乘客-人
110年11月21日 18時00分42秒,宜蘭縣壯圍鄉壯濱路5段310號前0.0公尺,1,普通重型-機車;自用-小客車;大型重型2(250-550C.C.)-機車
110年11月22日 05時42分00秒,新北市板橋區新北市板橋區環河西路往土城方向P125柱,1,普通重型-機車
110年11月22日 11時56分54秒,南投縣南投市南崗二路口 / 南投縣南投市平山二路口,1,自用-小貨車(含客、貨兩用);大型重型2(250-550C.C.)-機車;自用-小貨車(含客、貨兩用)
110年11月22日 17時34分00秒,宜蘭縣礁溪鄉踏踏六路79前,1,普通重型-機車;腳踏自行車-慢車
110年11月22日 20時44分00秒,基隆市仁愛區南榮路485號前0.0公尺,1,普通重型-機車;自用-小客車
110年11月23日 06時10分54秒,雲林縣斗六市大學路一段口 / 雲林縣斗六市中華路,1,腳踏自行車-慢車;自用-小客車
110年11月23日 07時22分00秒,苗栗縣頭屋鄉獅潭村苗126線13公里處路口,1,普通重型-機車;普通重型-機車
110年11月23日 11時33分38秒,宜蘭縣宜蘭市中山路5段口 / 宜蘭縣宜蘭市中山路5段口,1,自用-小貨車(含客、貨兩用);普通重型-機車
110年11月23日 14時27分32秒,臺南市東山區高原里區道南104線口 / 臺南市東山區高原里區道南104-2線口,1,腳踏自行車-慢車;自用-小貨車(含客、貨兩用)
110年11月23日 14時50分00秒,嘉義縣中埔鄉和睦村中華路848號前0.0公尺,1,普通重型-機車;普通重型-機車
110年11月23日 21時46分35秒,苗栗縣竹南鎮崎頂里台61線側車道87公里處附近,1,普通重型-機車
110年11月24日 05時49分00秒,雲林縣麥寮鄉瓦磘村156線阿勸排水橋下,1,普通重型-機車
110年11月24日 09時50分00秒,臺北市大同區承德路2段 / 臺北市大同區平陽街,1,普通重型-機車;營業用-小貨車(含客、貨兩用);民營客運-大客車
110年11月24日 11時38分25秒,桃園市八德區中華路口 / 桃園市八德區永豐路口,1,營業用-全聯結車;普通重型-機車
110年11月24日 15時18分00秒,彰化縣芬園鄉舊社村大彰路5段前0.0公尺,1,普通重型-機車
110年11月24日 17時18分54秒,花蓮縣花蓮市南濱路口 / 花蓮縣花蓮市明義街口,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年11月24日 17時43分55秒,臺南市官田區二鎮里工業路23之1號前0.0公尺,1,普通重型-機車;營業用-大貨車
110年11月25日 01時10分47秒,苗栗縣竹南鎮公館里中港溪旁產業道路00006路燈桿旁,1,電動自行車-慢車
110年11月25日 05時35分00秒,臺東縣臺東市台11線 164.2公里,1,普通重型-機車;乘客-人
110年11月25日 06時43分36秒,桃園市大園區大園交流道出口(往埔心),1,營業用-曳引車;自用-小客車;自用-小客車;乘客-人;乘客-人;乘客-人
110年11月25日 08時20分00秒,新北市三峽區新北市三峽區介壽路3段電桿(編號187573),1,普通重型-機車
110年11月25日 08時50分00秒,新北市板橋區仁化街 / 新北市板橋區文聖街,1,民營客運-大客車;行人-人
110年11月25日 17時47分00秒,新竹市北區天府路一段190053號燈桿,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年11月25日 19時10分00秒,嘉義縣梅山鄉太平村162甲線9公里200公尺處,1,自用-小貨車(含客、貨兩用);乘客-人
110年11月25日 20時39分00秒,新竹縣新豐鄉永寧街(竹5線5.5公里),1,普通重型-機車;租賃車-小客車
110年11月25日 22時10分00秒,臺中市太平區新吉里中山路三段 / 臺中市太平區新吉里中山路三段,1,自用-小客車;普通重型-機車
110年11月26日 05時58分00秒,臺中市東勢區泰昌里東崎路五段 / 臺中市東勢區泰昌里中泰街,1,自用-小客車;行人-人
110年11月26日 06時23分19秒,桃園市大溪區員林路三段45號前0.0公尺,1,自用-小客車;行人-人
110年11月26日 07時28分00秒,臺北市松山區復興北路 / 臺北市松山區復興北路,1,自用-小客車;腳踏自行車-慢車;乘客-人
110年11月26日 12時36分54秒,南投縣水里鄉福和路59-1號前0.0公尺附近,1,普通重型-機車
110年11月26日 18時01分00秒,新竹縣竹北市博愛街816巷(E0197GE61)電桿處,1,普通重型-機車;乘客-人
110年11月27日 00時59分19秒,南投縣名間鄉南雲路9-8號,1,自用-小客車;乘客-人
110年11月27日 03時15分00秒,新北市林口區文化北路 / 新北市林口區八德路,1,營業用-大貨車;腳踏自行車-慢車
110年11月27日 03時40分00秒,新北市三重區新北市三重區國道路一段與力行路2段30巷46弄,1,普通重型-機車;行人-人;自用-小客車
