發生時間,發生地點,死亡人數,車種
107年4月11日 4時55分秒,高雄市內門區內埔路 / 高雄市內門區內埔路,1,行人-人自用-曳引車
107年4月11日 15時2分秒,苗栗縣通霄鎮通霄交流道南下閘道路口附近,1,營業用-半聯結車普通重型-機車
107年4月11日 17時56分秒,臺南市安南區環館北路路燈桿68493號前.公尺,1,普通重型-機車營業用-大貨車
107年4月12日 7時43分秒,嘉義縣溪口鄉溪北村民權街西側 / 嘉義縣溪口鄉溪北村信義街北側,1,普通重型-機車普通重型-機車乘客-人
107年4月12日 9時17分12秒,屏東縣萬丹鄉香社村中興路一段611-3號,1,普通重型-機車
107年4月12日 14時45分秒,臺南市安定區蘇厝里里內道路口(313-5號前),1,普通重型-機車自用-小貨車(含客、貨兩用)
107年4月12日 17時21分38秒,花蓮縣吉安鄉知卡宣大道3段口 / 花蓮縣吉安鄉廣賢路2段口,1,普通輕型-機車自用-小貨車(含客、貨兩用)
107年4月13日 4時22分秒,彰化縣伸港鄉新港村美港公路 / 彰化縣伸港鄉新港村中興路,1,行人-人營業用-半聯結車
107年4月13日 12時44分秒,南投縣埔里鎮中正路12-2號前.公尺東側,1,普通輕型-機車
107年4月13日 18時55分秒,嘉義縣中埔鄉隆興村嘉134-1線.3公里處,1,自用-小貨車(含客、貨兩用)
107年4月13日 22時19分秒,彰化縣彰化市國道1號 194公里北側向外側,1,自用-小客車乘客-人
107年4月14日 時56分5秒,南投縣草屯鎮新庄里博愛路1267號對面,1,普通重型-機車
107年4月14日 16時38分28秒,嘉義縣阿里山鄉樂野村台18線64公里4公尺處,1,自用-小客車乘客-人乘客-人乘客-人乘客-人乘客-人乘客-人
107年4月14日 23時52分15秒,臺南市麻豆區寮廍里市道171線口 / 臺南市麻豆區寮廍里市道171甲線,1,自用-小貨車(含客、貨兩用)普通重型-機車自用-小客車
107年4月15日 8時55分12秒,南投縣南投市育樂路97號西側,1,普通重型-機車自用-小客車
107年4月15日 9時15分秒,金門縣烈嶼鄉九井路前.公尺,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年4月15日 13時52分秒,屏東縣九如鄉九如路一段與機場外環道路口,1,自用-小客車普通重型-機車
107年4月15日 19時1分秒,嘉義市東區後庄里林森東路691弄前.公尺,1,腳踏自行車-慢車計程車-小客車
107年4月15日 2時31分秒,新北市三芝區臺2線道路前.公尺,1,普通重型-機車
107年4月16日 8時17分秒,彰化縣田中鎮香山里山腳路2段 / 彰化縣田中鎮香山里山腳路2段,1,自用-小客車行人-人
107年4月16日 1時分秒,臺北市萬華區西園路1段 / 臺北市萬華區和平西路3段,1,自用-小客車行人-人
107年4月16日 12時5分秒,新北市三峽區國道3號 51公里6.公尺處北側向路肩,1,自用-小貨車(含客、貨兩用)乘客-人乘客-人
107年4月16日 14時3分19秒,桃園市蘆竹區長興路東側 / 桃園市蘆竹區內新路,1,普通重型-機車自用-大貨車
107年4月16日 16時39分秒,屏東縣鹽埔鄉鹽南村建設街12-13號前.公尺,1,自用-小貨車(含客、貨兩用)腳踏自行車-慢車
107年4月16日 17時46分13秒,桃園市大溪區仁和路2段548巷248號前.公尺東側,1,自用-小客車普通重型-機車
107年4月16日 19時5分秒,彰化縣芬園鄉茄荖村光華路 / 彰化縣芬園鄉茄荖村嘉東街,1,自用-小客車行人-人自用-小客車
107年4月17日 6時4分秒,臺南市將軍區忠興里興洲高幹55右1電線桿旁路口,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年4月17日 16時49分秒,嘉義縣水上鄉粗溪村中山路二段42號,1,普通重型-機車普通重型-機車
107年4月18日 7時13分59秒,屏東縣新園鄉五房路898巷1-3號,1,普通重型-機車普通重型-機車
107年4月18日 7時16分9秒,雲林縣斗六市科加二路西側 / 雲林縣斗六市科加路,1,普通重型-機車自用-小客車
107年4月18日 21時42分秒,新竹縣竹北市長青路一段193號,1,自用-小客車
107年4月19日 9時13分秒,嘉義縣六腳鄉正義村台19線與嘉11線路口,1,腳踏自行車-慢車自用-小客車乘客-人
107年4月19日 9時2分秒,臺東縣達仁鄉台9線 446公里3.公尺處南側向內側,1,自用-小貨車(含客、貨兩用)普通重型-機車租賃車-小客車乘客-人乘客-人乘客-人
107年4月19日 11時23分秒,臺北市北投區復興三路 / 臺北市北投區復興四路,1,自用-小客車自用-小客車自用-小客車
107年4月2日 時36分秒,彰化縣田尾鄉海豐村中正路3段 / 彰化縣田尾鄉海豐村新生路,2,自用-小貨車(含客、貨兩用)乘客-人
107年4月2日 6時19分秒,臺南市安平區永華路2段口 / 臺南市安平區光州路口,1,自用-小客車普通重型-機車
107年4月2日 7時8分秒,嘉義市西區福安里高鐵大道 / 嘉義市西區福安里中興路,1,遊覽車-大客車普通重型-機車
107年4月2日 7時45分秒,新北市中和區中正路 / 新北市中和區和城路,1,計程車-小客車大型重型1(55C.C.以上)-機車
107年4月2日 8時38分9秒,屏東縣崁頂鄉中正路1-1號前.公尺,1,普通重型-機車腳踏自行車-慢車
107年4月2日 16時51分秒,新北市新莊區光明路前.公尺,1,普通重型-機車
107年4月21日 1時4分秒,新北市林口區文化二路 / 新北市林口區中華一路,1,腳踏自行車-慢車自用-小客車
107年4月21日 11時分秒,屏東縣枋山鄉台一線448.3公里處南向(品味軒休息站前),1,自用-小貨車(含客、貨兩用)大型重型1(55C.C.以上)-機車
107年4月21日 2時24分秒,臺中市大肚區社腳里沙田路二段2巷前.公尺,1,自用-小客車大型重型1(55C.C.以上)-機車
107年4月22日 4時5分秒,桃園市新屋區下田里中山西路二段915號對面,1,普通重型-機車營業用-大貨車
107年4月22日 7時37分秒,高雄市杉林區山仙路124燈號前.公尺南側,1,自用-小客車普通重型-機車
107年4月22日 19時3分秒,雲林縣麥寮鄉後安村後安路21之146號前.公尺,1,電動自行車-慢車自用-小客車
107年4月22日 19時2分秒,臺東縣卑南鄉太平村太平路377號前.公尺,1,自用-小貨車(含客、貨兩用)行人-人
107年4月23日 時3分4秒,新竹縣北埔鄉台3線 78.5公里向外側,1,普通重型-機車
107年4月23日 4時37分23秒,臺南市麻豆區國道1號 38公里1.公尺處南側向路肩,3,營業用-大貨車自用-大貨車警備車-特種車其他人-人其他人-人其他人-人
107年4月23日 5時5分秒,高雄市鼓山區翠華路 / 高雄市鼓山區逢甲路,1,自用-小客車普通重型-機車
107年4月23日 7時2分秒,屏東縣林邊鄉成功路4巷與林邊大排一號橋路口,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年4月23日 8時5分秒,臺北市萬華區環河南路2段 / 臺北市萬華區環河南路2段,1,自用-小客車行人-人
107年4月23日 14時3分32秒,桃園市八德區大發里和平路北側 / 桃園市八德區大發里和成路,1,營業用-大貨車腳踏自行車-慢車
107年4月23日 14時5分1秒,臺南市新化區國道3號 349公里5.公尺處南側向中線,1,自用-大貨車其他人-人
107年4月23日 16時8分秒,屏東縣滿州鄉食水路段,1,遊覽車-大客車電動自行車-慢車
107年4月23日 16時1分秒,桃園市蘆竹區六福路西側 / 桃園市蘆竹區五福一路,1,營業用-曳引車普通輕型-機車
107年4月23日 17時4分秒,臺南市六甲區王爺里市道174線前.公尺,1,自用-半聯結車
107年4月24日 時34分秒,嘉義縣民雄鄉興南村工業一路東側 / 嘉義縣民雄鄉興南村工業五路南側,1,營業用-曳引車普通重型-機車
107年4月24日 1時34分秒,彰化縣竹塘鄉竹元村竹鹿路前.公尺,1,自用-小客車普通重型-機車
107年4月24日 14時7分秒,宜蘭縣五結鄉大興路北側 / 宜蘭縣五結鄉大興路,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年4月24日 19時57分秒,桃園市蘆竹區南崁路2段南側 / 桃園市蘆竹區南工路,1,民營公車-大客車行人-人
107年4月25日 7時22分秒,高雄市鳥松區美山路口 / 高雄市鳥松區美山路口,1,普通重型-機車普通重型-機車
107年4月25日 18時36分9秒,宜蘭縣五結鄉五結路3段61號前.公尺北側,1,自用-小客車行人-人
107年4月26日 2時2分51秒,臺北市內湖區國道1號 18公里3.公尺處南側向外側,1,自用-小客車自用-小貨車(含客、貨兩用)計程車-小客車
107年4月26日 5時42分秒,屏東縣屏東市前進里建國路西側 / 屏東縣屏東市前進里建國路西側,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年4月26日 8時11分秒,嘉義縣太保市春珠里台37線13公里7公尺處,1,腳踏自行車-慢車自用-小客車
107年4月26日 8時51分秒,桃園市桃園區三民路二段與自強路口(M174752青溪所),1,自用-小貨車(含客、貨兩用)普通重型-機車
107年4月26日 19時23分秒,桃園市中壢區新中北路51號前.公尺北側,1,租賃車-小客車普通重型-機車
107年4月27日 18時43分秒,臺東縣卑南鄉和平路252巷電桿民生137歧13X11旁,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年4月27日 21時28分秒,新北市三重區重陽橋機車道路前.公尺,1,普通重型-機車普通重型-機車乘客-人乘客-人
107年4月28日 8時25分秒,新北市板橋區民生路1段 / 新北市板橋區正隆巷道路,1,普通重型-機車普通重型-機車
107年4月28日 12時45分秒,南投縣水里鄉農富村縣131線與大灣路88巷口,1,普通重型-機車
107年4月28日 13時19分秒,高雄市阿蓮區產業道路 / 高雄市阿蓮區產業道路,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年4月28日 15時42分2秒,新竹縣湖口鄉榮光路323號前.公尺,1,普通重型-機車營業用-曳引車
107年4月29日 3時38分秒,臺中市潭子區聚興里環中東路一段588號前.公尺,1,普通重型-機車
107年4月3日 7時2分33秒,苗栗縣頭份市中正二路與中正二路131巷口,1,普通重型-機車普通重型-機車
107年4月3日 8時1分13秒,臺南市西港區營西里後營南45-1公路金砂高幹56電線桿前,1,普通重型-機車普通重型-機車
107年4月3日 21時29分54秒,新竹市東區中華路一段273號,1,普通重型-機車行人-人普通重型-機車
107年5月1日 時34分秒,臺南市永康區塩洲里中正南路467號北側,1,自用-小客車行人-人
107年5月1日 8時9分秒,臺中市北屯區仁美里崇德路前.公尺,1,自用-大貨車腳踏自行車-慢車
107年5月2日 6時3分秒,新北市三重區中正北路 / 新北市三重區中正北路,1,腳踏自行車-慢車計程車-小客車
107年5月2日 7時32分秒,臺北市士林區仰德大道1段前.公尺,1,普通重型-機車
107年5月2日 1時4分57秒,宜蘭縣員山鄉員山路3段331號東側,1,大型重型1(55C.C.以上)-機車自用-大貨車
107年5月2日 18時4分秒,臺中市北屯區大坑里東山路二段96之8號前.公尺,1,自用-小客車行人-人
107年5月3日 11時42分秒,彰化縣大村鄉村上村中山路2段144號前.公尺,1,電動自行車-慢車營業用-曳引車
107年5月3日 16時51分秒,新北市板橋區華東街 / 新北市板橋區南雅南路2段,1,普通重型-機車行人-人
107年5月3日 17時分秒,臺北市北投區大度路1段 / 臺北市北投區中央北路2段,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年5月4日 1時6分秒,南投縣名間鄉大庄村新大巷投赤水幹114分15電桿前,1,普通重型-機車
107年5月4日 2時9分秒,彰化縣和美鎮仁愛里鹿和路6段 / 彰化縣和美鎮仁愛里和順路,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年5月4日 17時57分秒,臺南市中西區永福路1段119號前.公尺,1,普通重型-機車普通重型-機車
107年5月5日 1時5分42秒,桃園市大溪區武嶺橋上P2處往桃園方向(O17531內柵所),1,普通重型-機車普通重型-機車
107年5月5日 1時分秒,臺中市和平區博愛里東關路二段前.公尺,1,自用-小貨車(含客、貨兩用)大型重型1(55C.C.以上)-機車
107年5月5日 23時3分秒,高雄市鳳山區南京路 / 高雄市鳳山區新富路,1,自用-小貨車(含客、貨兩用)自用-小貨車(含客、貨兩用)乘客-人
107年5月6日 19時13分秒,彰化縣芬園鄉茄荖村光華路 / 彰化縣芬園鄉茄荖村光華路,1,自用-小客車普通重型-機車
107年5月7日 1時4分秒,新北市淡水區中山北路 / 新北市淡水區新市二路,1,普通重型-機車自用-小貨車(含客、貨兩用)乘客-人
107年5月7日 11時5分秒,桃園市龜山區大湖路北側 / 桃園市龜山區大湖一路,1,營業用-大貨車普通重型-機車
107年5月7日 13時3分秒,花蓮縣新城鄉大漢村民有街2號前15.公尺東側,1,普通重型-機車
107年5月7日 14時47分秒,新北市瑞芳區臺2線道路前.公尺,1,自用-小客車自用-小客車
107年5月8日 時38分秒,新北市新店區安康路2段 / 新北市新店區安康路,1,普通輕型-機車普通重型-機車乘客-人
107年5月8日 1時5分48秒,臺中市沙鹿區國道3號 181公里3.公尺處南側向外側,1,自用-小客車營業用-半聯結車自用-小貨車(含客、貨兩用)
107年5月8日 4時59分21秒,桃園市桃園區南門里漢中路118號前.公尺,1,自用-小貨車(含客、貨兩用)行人-人普通重型-機車
107年5月8日 5時26分秒,新北市板橋區漢生東路 / 新北市板橋區漢生東路,1,行人-人自用-小客車
107年5月8日 5時26分秒,臺北市中正區泉州街32號前.公尺,1,自用-小貨車(含客、貨兩用)腳踏自行車-慢車
107年5月8日 6時2分秒,臺南市南區永成路二段627-3號對面,1,普通重型-機車
107年5月8日 14時2分秒,澎湖縣湖西鄉澎12號道2.4公里處,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年5月8日 18時27分秒,新竹縣湖口鄉德興路138號前.公尺,1,普通重型-機車普通重型-機車
107年5月9日 6時25分秒,高雄市林園區村漁港路 / 高雄市林園區力行路,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年5月9日 8時42分33秒,宜蘭縣大同鄉台7甲線 22公里6.公尺處,1,普通重型-機車營業用-全聯結車
107年5月9日 14時15分秒,臺中市西屯區西安里逄甲路262號前.公尺,1,自用-小客車行人-人
107年5月9日 19時36分秒,臺中市梧棲區南簡里大智路一段983號前.公尺,1,行人-人普通重型-機車
107年5月1日 時13分26秒,桃園市龜山區國道1號 42公里8.公尺處北側向外側,1,自用-小貨車(含客、貨兩用)營業用-半聯結車
107年5月1日 1時15分秒,彰化縣二林鎮後厝里斗苑路3段 / 彰化縣二林鎮後厝里斗苑路3段,1,普通重型-機車
107年5月1日 7時33分4秒,宜蘭縣宜蘭市光復路8號前.公尺附近,1,普通重型-機車
107年5月11日 8時44分23秒,新竹縣竹東鎮北興路1段485號前.公尺南側,1,自用-大貨車普通重型-機車
107年5月11日 11時36分35秒,嘉義縣新港鄉潭大村潭子墘25-3號,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年5月12日 8時16分秒,嘉義縣大埔鄉台3線 343公里721.公尺處北側向路肩,1,大型重型1(55C.C.以上)-機車
107年5月12日 11時2分秒,高雄市大寮區光明路3段 / 高雄市大寮區光明路3段,1,自用-小客車普通重型-機車
107年5月12日 23時5分秒,臺南市南化區台2線 42公里4.公尺處東側向路肩,2,普通重型-機車乘客-人
107年5月13日 1時1分秒,新竹縣新豐鄉中崙村1鄰中崙路17-1號前.公尺北側,1,普通重型-機車
107年5月13日 21時9分秒,臺北市大安區前,1,自用-小客車行人-人
107年5月13日 21時19分秒,桃園市中壢區仁美里榮民南路東側 / 桃園市中壢區仁美里普忠路口,1,行人-人自用-小客車
107年5月14日 6時35分秒,臺中市西區民龍里臺灣大道二段22號前.公尺,1,普通重型-機車
107年5月14日 1時4分4秒,臺南市新營區國道1號 294公里7.公尺處北側向外側,1,普通重型-機車
107年5月14日 13時14分38秒,雲林縣水林鄉車港村產業道路交叉路口,1,自用-小客車普通重型-機車
107年5月15日 7時45分28秒,花蓮縣光復鄉東富路8-3號前.公尺北側,1,普通重型-機車
107年5月15日 11時18分秒,屏東縣恆春鎮西門路與西門路19巷口,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年5月15日 12時3分秒,新竹市北區經國路口 / 新竹市北區鐵道路,1,自用-小客車普通重型-機車
107年5月15日 13時分秒,新北市板橋區縣民大道3段 / 新北市板橋區民生路,1,普通重型-機車自用-小客車乘客-人
107年5月15日 14時42分44秒,桃園市龜山區長壽路口 / 桃園市龜山區長壽路口,1,自用-小客車普通重型-機車普通重型-機車自用-小客車
107年5月15日 14時43分秒,雲林縣土庫鎮順天里光復路口 / 雲林縣土庫鎮順天里文化路口,1,自用-小客車普通重型-機車
107年5月15日 15時5分秒,臺南市學甲區慈福里濟生路2巷8號旁嘉南大圳學甲分線,1,普通重型-機車
107年5月15日 19時37分秒,雲林縣虎尾鎮惠來里台1線291823燈桿前,1,行人-人自用-小客車
107年5月15日 21時36分秒,臺北市文山區木柵路1段 / 臺北市文山區木柵路1段,1,租賃車-小客車普通重型-機車
107年5月16日 時分秒,臺中市外埔區大東里甲后路五段89號前.公尺,1,自用-小客車普通重型-機車乘客-人
107年5月16日 15時57分1秒,臺南市佳里區六安里延平路口 / 臺南市佳里區六安里忠孝路口,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年5月16日 18時3分秒,臺北市士林區忠誠路2段 / 臺北市士林區天母東路,1,普通重型-機車普通重型-機車
107年5月16日 21時37分秒,雲林縣口湖鄉下崙村中興路(7736號電桿旁),1,普通重型-機車
107年5月17日 16時5分秒,高雄市湖內區鐵道巷路 / 高雄市湖內區民族街,1,租賃車-小客車自用-小貨車(含客、貨兩用)普通重型-機車
107年5月17日 17時48分秒,雲林縣西螺鎮新吉街,1,拼裝車-其他車行人-人
107年5月17日 22時24分秒,屏東縣里港鄉載興路南側 / 屏東縣里港鄉載南路,1,自用-小客車普通重型-機車乘客-人乘客-人乘客-人
107年5月18日 9時11分2秒,桃園市平鎮區中興路九龍段與東龍街口,1,行人-人自用-小客車
107年5月18日 14時分秒,嘉義市東區芳草里興業東路 / 嘉義市東區芳草里宣信街,1,自用-小客車普通輕型-機車
107年5月19日 14時分1秒,臺南市仁德區上崙里臺86往西便道與德崙路口(引道),1,營業用-半聯結車普通重型-機車乘客-人
107年5月19日 14時2分秒,南投縣南投市南崗一路西側 / 南投縣南投市集賢路,1,普通重型-機車大型重型1(55C.C.以上)-機車乘客-人
107年5月19日 19時55分秒,屏東縣屏東市台糖三街近台糖街口,1,行人-人自用-小客車
107年5月19日 23時59分秒,桃園市新屋區長祥路與圳禾路口,1,自用-小客車普通重型-機車
107年5月19日 23時59分47秒,新竹市北區中正路293號北側,1,普通重型-機車自用-小客車
107年5月2日 6時53分秒,臺南市安南區台江大道2段東側 / 臺南市安南區北安路3段,1,自用-小客車普通重型-機車
107年5月2日 16時35分秒,南投縣南投市八卦路1158之1號北側,1,自用-小客車普通重型-機車自用-小貨車(含客、貨兩用)
107年5月2日 17時5分秒,臺南市學甲區宅港里台19線宅港橋北向,1,普通重型-機車
107年5月2日 2時5分秒,高雄市小港區小港路 / 高雄市小港區大業北路,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年5月2日 22時4分秒,雲林縣臺西鄉溪頂村溪頂路172號前.公尺,1,普通重型-機車
107年5月21日 8時5分秒,屏東縣東港鎮興農路1-2號,1,普通重型-機車
107年5月21日 16時31分秒,彰化縣福興鄉福興村柳橋路7段前.公尺,1,營業用-半聯結車自用-小客車自用-大貨車營業用-半聯結車乘客-人乘客-人乘客-人
107年5月22日 1時3分秒,臺北市松山區南京東路4段56號前.公尺,2,自用-小客車乘客-人普通重型-機車其他人-人其他人-人
107年5月22日 1時25分秒,苗栗縣銅鑼鄉縣119線 21公里南側向外側,1,自用-小貨車(含客、貨兩用)
107年5月22日 14時3分秒,南投縣國姓鄉柑林村清德巷3號旁溪底,1,農耕用車(或機械)-其他車
107年5月22日 22時45分秒,臺中市烏日區榮泉里三榮十六路187號前.公尺,1,自用-小客車普通重型-機車
107年5月23日 3時55分3秒,新竹縣新豐鄉新和路128號前.公尺,1,自用-小客車行人-人
107年5月23日 9時分秒,臺南市南化區南化里139號前,1,行人-人自用-小貨車(含客、貨兩用)
107年5月23日 1時13分秒,臺南市東區中華東路2段226巷27弄7號前.公尺西側,1,自用-小客車普通輕型-機車
107年5月23日 21時59分秒,苗栗縣頭份市自強路與信東路口,1,自用-小客車乘客-人
107年5月24日 3時41分38秒,臺南市善化區國道3號 345公里8.公尺處南側向外側,1,營業用-大貨車營業用-全聯結車其他人-人營業用-半聯結車營業用-大貨車
107年5月24日 7時4分4秒,桃園市八德區福興里仁德路東側 / 桃園市八德區長興一路,1,腳踏自行車-慢車普通重型-機車
107年5月25日 14時34分秒,彰化縣芳苑鄉三成村上城路1-3號前.公尺,1,自用-大貨車腳踏自行車-慢車
107年5月25日 16時39分秒,臺南市白河區詔豐里頂山腳7號前,1,自用-小貨車(含客、貨兩用)行人-人
107年5月25日 21時12分秒,高雄市鳳山區澄清路 / 高雄市鳳山區自由路,1,普通重型-機車普通重型-機車
107年5月25日 22時57分秒,彰化縣和美鎮竹園里線東路7段79號前.公尺前,1,普通重型-機車自用-小客車
107年5月26日 7時9分秒,新北市石碇區北宜公路前.公尺,1,普通重型-機車營業用-大貨車
107年5月26日 7時2分秒,新北市三峽區介壽路1段498號前.公尺,1,行人-人自用-小客車
107年5月27日 6時23分45秒,苗栗縣苑裡鎮玉豐一路與玉豐十路路口,1,自用-小客車普通重型-機車其他人-人
107年5月27日 11時4分31秒,桃園市龜山區忠義路3段17-1號前.公尺附近,1,自用-小貨車(含客、貨兩用)行人-人
107年5月27日 19時19分秒,臺南市學甲區台84線 1公里9.公尺處向內側,1,大型重型1(55C.C.以上)-機車自用-小客車
107年5月27日 19時29分秒,屏東縣潮州鎮光春路342之1號,1,普通重型-機車自用-小客車
107年5月27日 2時57分秒,彰化縣二水鄉上豊村山腳路2段 / 彰化縣二水鄉上豊村山腳路2段,1,普通重型-機車營業用-大貨車
107年5月27日 22時2分秒,臺中市清水區東山里神清路2-161號前.公尺,1,普通重型-機車
107年5月28日 18時22分秒,新竹縣竹東鎮南清公路前32.7公尺附近,1,普通重型-機車
107年5月28日 18時54分秒,花蓮縣玉里鎮忠勇路東側 / 花蓮縣玉里鎮興國路南側,1,普通重型-機車營業用-曳引車
107年5月29日 1時3分秒,屏東縣屏東市高屏大橋,1,普通重型-機車乘客-人
107年5月29日 6時17分46秒,桃園市大溪區復興路1段口 / 桃園市大溪區復興路1段口,1,普通重型-機車自用-小客車
107年5月29日 7時分秒,雲林縣北港鎮草湖里西湖產業道路與產業道路口,1,自用-小貨車(含客、貨兩用)行人-人
107年5月29日 7時56分32秒,雲林縣四湖鄉溪底村16線道12.5公里處,1,自用-小客車腳踏自行車-慢車
107年5月29日 17時33分3秒,雲林縣西螺鎮埤頭里台1線南下車道路燈252898號,1,自用-小貨車(含客、貨兩用)行人-人
107年5月3日 14時2分秒,嘉義縣中埔鄉裕民村24號前 產業道路,1,普通重型-機車自用-大貨車
107年5月3日 16時分秒,屏東縣枋寮鄉隆山村隆山路471號東側,1,普通重型-機車
107年5月31日 3時8分秒,桃園市桃園區永安路南側 / 桃園市桃園區永康街,1,行人-人自用-小客車
107年5月31日 4時15分秒,高雄市小港區沿海三路燈799號前.公尺,1,普通重型-機車
107年5月31日 15時5分秒,雲林縣西螺鎮吳厝里111之5號前,1,普通重型-機車
107年5月31日 17時9分秒,新竹市東區研新三路與興業二路口,1,營業用-大貨車普通重型-機車
107年6月1日 7時2分17秒,嘉義縣溪口鄉美北村157線崙尾路口,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年6月1日 7時21分秒,新北市樹林區大安路 / 新北市樹林區俊英街,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年6月1日 15時45分秒,嘉義縣太保市新埤里台18線3公里2公尺處,1,普通重型-機車
107年6月1日 16時18分秒,桃園市桃園區正光二街北側 / 桃園市桃園區文中一路,1,自用-小客車普通重型-機車
107年6月1日 16時5分2秒,高雄市田寮區國道3號 375公里7.公尺處南側向中線,1,自用-小客車自用-小貨車(含客、貨兩用)自用-大貨車
107年6月1日 21時52分秒,彰化縣永靖鄉永南村西門路 / 彰化縣永靖鄉永南村永久路,1,普通重型-機車自用-小客車乘客-人
107年6月3日 時42分秒,基隆市仁愛區南榮路53-2號對面,1,行人-人自用-小客車
107年6月3日 12時分37秒,桃園市蘆竹區海山路2段東側 / 桃園市蘆竹區海湖東路,1,自用-小客車普通重型-機車計程車-小客車
107年6月3日 18時分秒,新北市三芝區田心子(北11縣道)7-1號前.公尺,1,自用-小客車行人-人
107年6月3日 19時6分秒,臺南市麻豆區謝厝寮里謝厝寮219號前.公尺,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年6月3日 2時4分39秒,臺東縣海端鄉台2線 27公里5.公尺處附近,1,自用-小貨車(含客、貨兩用)
107年6月3日 22時48分秒,基隆市暖暖區八堵路142號前.公尺,1,普通重型-機車自用-小客車計程車-小客車普通重型-機車
107年6月4日 13時21分48秒,桃園市龍潭區國道3號 65公里1.公尺處南側,1,自用-大貨車乘客-人
107年6月4日 14時4分23秒,花蓮縣壽豐鄉平和村中華路2段42號前.公尺,1,自用-小客車
107年6月5日 9時45分秒,彰化縣鹿港鎮頭南里頂草路3段 / 彰化縣鹿港鎮頭南里南勢巷,1,營業用-大貨車普通重型-機車
107年6月5日 2時1分秒,臺南市安南區海尾路南側 / 臺南市安南區海環街南側,1,腳踏自行車-慢車自用-小客車
107年6月6日 8時51分秒,彰化縣大城鄉菜寮村過溝巷前.公尺,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年6月6日 9時57分秒,彰化縣和美鎮湖內里彰新路6段657號前.公尺前,1,行人-人營業用-半聯結車
107年6月6日 22時2分47秒,苗栗縣大湖鄉靜湖村下街23之3號前.公尺南側,1,自用-小客車乘客-人乘客-人乘客-人營業用-小貨車(含客、貨兩用)自用-小貨車(含客、貨兩用)自用-大貨車
107年6月7日 3時16分秒,桃園市龜山區忠義路二段上(下湖營區前)s17659坪頂所,1,自用-小貨車(含客、貨兩用)行人-人普通重型-機車普通重型-機車
107年6月7日 4時58分秒,屏東縣屏東市厚生里建民路、自由路西段,1,自用-小客車普通重型-機車普通重型-機車普通重型-機車乘客-人乘客-人
107年6月7日 5時56分41秒,宜蘭縣頭城鎮宜3路2段34號前.公尺附近,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年6月7日 8時29分秒,臺中市神岡區岸裡里大洲路311號前.公尺,1,營業用-大貨車自用-小客車
107年6月7日 8時42分秒,屏東縣九如鄉信義街東側 / 屏東縣九如鄉九如路2段,1,自用-小客車行人-人
107年6月7日 8時47分41秒,花蓮縣花蓮市德安二街口 / 花蓮縣花蓮市德安四街口,1,計程車-小客車普通輕型-機車
107年6月7日 14時15分秒,新北市三峽區成福路25號前.公尺,1,大型重型1(55C.C.以上)-機車營業用-曳引車
107年6月7日 15時44分秒,臺中市豐原區西勢里中山路前.公尺,1,普通重型-機車自用-小客車
107年6月8日 9時45分秒,臺北市士林區中山北路6段 / 臺北市士林區福國路,1,普通重型-機車普通重型-機車
107年6月8日 1時2分35秒,桃園市觀音區新坡里中山路2段235號前1.公尺附近,1,自用-小貨車(含客、貨兩用)
107年6月8日 11時54分24秒,花蓮縣吉安鄉光華三街口 / 花蓮縣吉安鄉華城九街,1,普通重型-機車普通重型-機車乘客-人
107年6月8日 12時1分秒,屏東縣屏東市大連路屏東基督教醫院前,1,普通重型-機車普通重型-機車
107年6月9日 時4分21秒,南投縣竹山鎮延平里集山路3段與東鄉路口,1,普通重型-機車
107年6月9日 3時4分秒,屏東縣萬丹鄉萬全村成功街2段29號前.公尺附近,1,普通重型-機車自用-小客車
107年6月9日 6時1分秒,苗栗縣後龍鎮國道3號 126公里3.公尺處北側向外側,1,營業用-大貨車營業用-半聯結車乘客-人
107年6月9日 11時52分秒,基隆市信義區信一路 / 基隆市信義區義六路,1,行人-人普通重型-機車
107年6月9日 19時59分秒,高雄市內門區內門路石坑145燈號前.公尺西側,2,普通重型-機車乘客-人
107年6月1日 7時4分2秒,桃園市楊梅區楊新路2段719號,1,自用-小客車行人-人
107年6月1日 11時35分秒,臺南市善化區溪美里里內道路與南122線路口,1,普通重型-機車普通重型-機車
