發生時間,發生地點,死亡人數,車種
107年3月9日 4時9分3秒,苗栗縣後龍鎮台六線與龍坑里6鄰埔仔頂48號旁產業道路口附近,1,營業用-大貨車普通重型-機車
107年3月9日 7時13分秒,嘉義縣太保市港尾里產業道路(電桿1576旁),1,普通重型-機車
107年3月9日 8時13分秒,高雄市林園區溪州二路115巷林園幹12號前.公尺,1,普通重型-機車普通重型-機車
107年3月9日 14時59分59秒,雲林縣北港鎮台19線 65公里北向內側,1,自用-小貨車(含客、貨兩用)普通重型-機車自用-小貨車(含客、貨兩用)自用-小客車乘客-人
107年3月9日 15時13分秒,高雄市燕巢區中興路附近 / 高雄市燕巢區中興路附近,1,自用-大貨車普通重型-機車
107年3月9日 18時46分秒,基隆市仁愛區仁二路 / 基隆市仁愛區愛三路,1,行人-人民營客運-大客車
107年3月9日 23時46分37秒,屏東縣潮州鎮台一線與彭城路口,1,普通重型-機車自用-小客車乘客-人乘客-人乘客-人乘客-人乘客-人
107年3月1日 1時42分秒,臺中市中區中華里臺灣大道一段562號前.公尺,1,自用-小客車普通重型-機車
107年3月1日 4時39分秒,彰化縣員林市三多里莒光路838號前.公尺,1,行人-人自用-小客車
107年3月1日 5時3分23秒,南投縣埔里鎮中山路三段588號前.公尺東側,1,自用-小客車行人-人
107年3月1日 7時2分52秒,嘉義縣梅山鄉梅北村健康街南側 / 嘉義縣梅山鄉梅北村新市路,1,普通重型-機車普通重型-機車
107年3月1日 8時2分秒,臺東縣臺東市臨海路1段南側 / 臺東縣臺東市馬亨亨大道,1,普通重型-機車自用-小客車
107年3月1日 1時52分秒,臺南市安平區怡平路364號前.公尺,1,自用-小客車普通輕型-機車普通重型-機車乘客-人
107年3月1日 11時3分秒,雲林縣西螺鎮國道1號 233公里4.公尺處北向內側,1,自用-小客車自用-小客車乘客-人
107年3月1日 12時4分3秒,南投縣名間鄉新街村彰南路556號前.公尺,1,電動自行車-慢車自用-小客車
107年3月1日 17時2分秒,臺南市南區濱南路南側 / 臺南市南區商港路,1,自用-小客車普通重型-機車
107年3月1日 23時14分秒,臺南市永康區大灣路17號,1,普通輕型-機車自用-小貨車(含客、貨兩用)
107年3月11日 23時31分秒,臺南市安定區港南里市道178線北側 / 臺南市安定區港南里國道8號旁道路,1,普通重型-機車自用-小客車
107年3月12日 7時2分55秒,屏東縣崁頂鄉力社村南二高平面道路,1,普通重型-機車
107年3月12日 15時5分秒,屏東縣長治鄉振興路16-11號前.公尺,1,普通重型-機車
107年3月12日 16時25分秒,臺中市大雅區文雅里中清路三段前.公尺,1,營業用-大貨車腳踏自行車-慢車
107年3月12日 17時19分52秒,屏東縣萬丹鄉新庄村萬順路1段北側 / 屏東縣萬丹鄉新庄村萬新路,1,普通重型-機車
107年3月12日 18時45分秒,臺南市新化區東榮里中正路294號前.公尺東側,1,普通重型-機車其他人-人
107年3月13日 8時32分秒,苗栗縣頭屋鄉象山路、孔聖路口,1,普通重型-機車營業用-小貨車(含客、貨兩用)
107年3月13日 1時46分秒,南投縣名間鄉濁水村員集路東側 / 南投縣名間鄉濁水村車站路東側,1,普通重型-機車自用-小客車
107年3月14日 1時41分秒,高雄市鳳山區鳳南路口 / 高雄市鳳山區善志街口,1,普通重型-機車普通重型-機車
107年3月14日 15時25分14秒,高雄市旗津區旗津一路往過港隧道汽車道LB-23-5路燈處,1,自用-小客車自用-小客車自用-小客車
107年3月14日 16時39分24秒,臺南市新化區復興路北側 / 臺南市新化區外環道路,1,營業用-半聯結車普通重型-機車
107年3月15日 18時43分秒,新北市八里區龍米路1段3巷前.公尺,1,普通重型-機車乘客-人
107年3月15日 18時51分秒,新竹縣竹北市中正西路926巷口,1,自用-小客車普通重型-機車
107年3月15日 19時3分秒,雲林縣林內鄉國道3號 257公里5.公尺處北向內側,1,其他人-人自用-小貨車(含客、貨兩用)自用-小客車
107年3月16日 1時24分7秒,嘉義縣鹿草鄉重寮村中寮84之31號前,2,自用-小客車普通重型-機車乘客-人
107年3月16日 12時17分秒,嘉義縣水上鄉三鎮村台1線275.6公里處,2,普通重型-機車自用-小貨車(含客、貨兩用)乘客-人
107年3月16日 12時29分23秒,臺南市新營區國道1號 288公里南向交流道,1,營業用-半聯結車
107年3月17日 9時57分51秒,臺南市仁德區中正路3段189號前.公尺,1,普通重型-機車自用-大貨車
107年3月17日 18時51分27秒,新竹縣竹東鎮中豐路三段632號附近,1,普通重型-機車營業用-大貨車
107年3月17日 21時54分秒,彰化縣北斗鎮西安里中山路2段 / 彰化縣北斗鎮西安里中山路2段,1,自用-小客車行人-人
107年3月18日 6時42分56秒,屏東縣潮州鎮江山路西外環道,1,自用-小客車腳踏自行車-慢車乘客-人
107年3月18日 15時35分秒,彰化縣二林鎮廣興里溝頭巷前.公尺,1,自用-小客車行人-人行人-人行人-人自用-小貨車(含客、貨兩用)乘客-人
107年3月18日 15時37分24秒,南投縣中寮鄉縣139線 56公里9.公尺處東側向內側,1,大型重型2(25-55C.C.)-機車
107年3月19日 1時34分秒,嘉義縣民雄鄉西昌村竹仔腳1-5號對面,1,普通重型-機車
107年3月19日 8時3分34秒,屏東縣新園鄉仙吉村仙吉路段418號前.公尺,1,普通輕型-機車營業用-小貨車(含客、貨兩用)
107年3月19日 8時41分秒,新北市新莊區思源路 / 新北市新莊區幸福路,1,自用-小客車普通重型-機車普通重型-機車普通重型-機車
107年3月19日 9時5分秒,臺東縣臺東市民航路南側 / 臺東縣臺東市豐谷北路,1,自用-小客車普通重型-機車
107年3月19日 15時55分57秒,花蓮縣壽豐鄉豐山村中山路東側 / 花蓮縣壽豐鄉豐山村中山路,1,自用-小客車自用-小客車自用-小貨車(含客、貨兩用)自用-小客車自用-小客車乘客-人乘客-人乘客-人乘客-人乘客-人
107年3月2日 7時21分秒,屏東縣鹽埔鄉維新路19-33號前.公尺,1,普通重型-機車營業用-大貨車自用-小客車
107年3月2日 11時27分秒,高雄市三民區大豐一路口 / 高雄市三民區昌富街口,1,自用-小客車普通重型-機車
107年3月2日 17時46分秒,臺北市松山區健康路 / 臺北市松山區塔悠路,1,自用-小客車自用-小客車普通重型-機車普通重型-機車乘客-人普通重型-機車
107年3月2日 2時35分秒,臺中市霧峰區萬豐里中正路146巷前.公尺,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年3月21日 16時2分秒,雲林縣麥寮鄉台17線 77公里南側向路肩,1,自用-小客車自用-小客車自用-小客車自用-小客車
107年3月22日 7時14分秒,新北市新莊區思源路 / 新北市新莊區頭前路,1,自用-小客車普通重型-機車
107年3月22日 1時45分11秒,雲林縣西螺鎮國道1號 229公里4.公尺處南側向中線,2,營業用-半聯結車自用-小客車自用-大貨車自用-半聯結車乘客-人乘客-人
107年3月22日 13時5分秒,高雄市大樹區村溪埔路171-15號前.公尺,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年3月22日 14時分秒,新北市泰山區新五路1段119號前.公尺,1,普通重型-機車營業用-半聯結車自用-小客車
107年3月22日 14時47分秒,臺南市左鎮區榮和里菜寮1號前,1,普通重型-機車乘客-人
107年3月22日 17時21分秒,臺北市大同區台北橋前.公尺,1,大型重型2(25-55C.C.)-機車自用-小貨車(含客、貨兩用)計程車-小客車乘客-人
107年3月22日 18時2分秒,屏東縣麟洛鄉民生路與民族路口,1,普通重型-機車普通重型-機車
107年3月22日 18時51分秒,花蓮縣吉安鄉光華村光華六街口 / 花蓮縣吉安鄉光華村華城二街口,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年3月23日 13時25分42秒,南投縣埔里鎮大城里大城路132號東側,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年3月23日 15時27分15秒,桃園市桃園區復興路331號前.公尺北側,1,行人-人普通重型-機車自用-小客車計程車-小客車
107年3月23日 16時59分秒,新北市中和區中山路 / 新北市中和區中正路,1,營業用-大貨車普通重型-機車
107年3月24日 時8分秒,高雄市仁武區村八德一路133號前.公尺,1,普通重型-機車
107年3月24日 9時53分秒,花蓮縣壽豐鄉溪口村中正路,1,自用-小貨車(含客、貨兩用)行人-人
107年3月25日 5時分秒,屏東縣枋山鄉竹坑村,1,自用-小客車乘客-人乘客-人
107年3月25日 12時57分秒,臺北市北投區大度路3段 / 臺北市北投區大度路3段,1,租賃車-小客車普通重型-機車普通重型-機車乘客-人乘客-人
107年3月25日 16時6分58秒,嘉義縣新港鄉縣166線 26公里54.公尺處西側,1,普通重型-機車自用-小客車
107年3月26日 4時3分秒,雲林縣東勢鄉縣153線 6公里5.公尺處南側向內側,1,自用-小客車乘客-人
107年3月26日 13時2分秒,高雄市鳳山區村南華一路 / 高雄市鳳山區臨海路,1,營業用-曳引車普通重型-機車
107年3月26日 15時1分秒,屏東縣屏東市忠孝路舊航空站出口處,1,普通重型-機車自用-小客車
107年3月26日 15時3分41秒,屏東縣內埔鄉中正路永豐路,1,營業用-大貨車普通重型-機車
107年3月26日 17時5分秒,彰化縣秀水鄉鶴鳴村馬鳴路 / 彰化縣秀水鄉鶴鳴村馬鳴路,1,普通重型-機車自用-小客車
107年3月26日 18時14分秒,新北市萬里區舊臺二線道路前.公尺,1,自用-小客車普通重型-機車
107年3月26日 18時5分16秒,花蓮縣光復鄉大進街西側,1,自用-小貨車(含客、貨兩用)行人-人
107年3月27日 2時6分秒,屏東縣九如鄉耆老村九如路3段西側 / 屏東縣九如鄉耆老村三民路西側,1,普通重型-機車自用-小客車乘客-人
107年3月27日 8時15分1秒,臺南市歸仁區八甲里中正北路1段西側 / 臺南市歸仁區八甲里大德路西側,1,自用-大貨車普通輕型-機車
107年3月27日 14時分34秒,花蓮縣吉安鄉吉豐路西側 / 花蓮縣吉安鄉吉豐路口,1,普通重型-機車自用-小客車
107年3月28日 2時52分秒,臺北市中山區南京東路2段 / 臺北市中山區松江路,1,計程車-小客車普通重型-機車
107年3月28日 6時2分58秒,臺南市仁德區新田里義林南路口 / 臺南市仁德區新田里新田一街附近,1,營業用-曳引車腳踏自行車-慢車
107年3月28日 6時43分秒,高雄市大樹區村中正一路238-9號前.公尺,1,自用-小客車普通重型-機車
107年3月28日 11時25分秒,高雄市岡山區岡燕路 / 高雄市岡山區聖森路,1,營業用-大貨車普通重型-機車乘客-人
107年3月28日 16時1分秒,臺東縣東河鄉台11線 147公里7.公尺處南側向中內,1,自用-小客車自用-小貨車(含客、貨兩用)乘客-人乘客-人乘客-人乘客-人
107年3月28日 18時44分53秒,臺東縣關山鎮台9線 33公里1.公尺處,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年3月29日 7時49分秒,彰化縣溪湖鎮湖東里員鹿路2段 / 彰化縣溪湖鎮湖東里東環路,1,營業用-曳引車腳踏自行車-慢車
107年3月29日 13時5分3秒,臺南市東山區縣165線 18公里6.公尺處東側向中線,1,自用-小客車自用-小貨車(含客、貨兩用)自用-小貨車(含客、貨兩用)
107年3月3日 1時3分秒,宜蘭縣南澳鄉台9線 129公里1.公尺處南側向外側,2,營業用-曳引車乘客-人
107年3月3日 5時2分秒,高雄市六龜區台二十七甲路5段柴頭溪橋號前.公尺前,1,自用-小客車
107年3月3日 1時分秒,屏東縣長治鄉下厝街口 / 屏東縣長治鄉中興路口,1,普通重型-機車自用-小客車乘客-人
107年3月3日 15時2分秒,高雄市小港區大業南路 / 高雄市小港區上林街,1,營業用-曳引車營業用-全聯結車
107年3月31日 2時55分秒,臺南市仁德區台86線 3公里3.公尺處西側向內側,1,大型重型1(55C.C.以上)-機車
107年3月31日 3時38分秒,臺中市北屯區和平里東山路一段38號前.公尺,1,普通重型-機車普通重型-機車
107年3月31日 13時39分秒,彰化縣田中鎮三安里員集路1段337號前.公尺前,1,自用-小客車乘客-人乘客-人
107年4月1日 1時3分49秒,南投縣埔里鎮北梅里西安路一段56號前15.公尺東側,1,普通重型-機車普通重型-機車
107年4月1日 16時1分秒,新竹縣新埔鎮照門里7鄰3-2號,1,自用-小客車遊覽車-大客車乘客-人乘客-人
107年4月1日 22時35分4秒,彰化縣埤頭鄉國道1號 218公里3.公尺處北側向外側,1,自用-大貨車自用-小客車營業用-半聯結車自用-小客車自用-小客車乘客-人乘客-人
107年4月2日 8時3分秒,新北市五股區疏洪一路前.公尺,1,自用-小客車普通重型-機車
107年4月2日 1時16分秒,高雄市阿蓮區中正路 / 高雄市阿蓮區和平路,1,營業用-半聯結車腳踏自行車-慢車
107年4月2日 12時3分秒,新北市中和區民樂路 / 新北市中和區新生街,1,普通重型-機車自用-小客車乘客-人
107年4月2日 15時37分34秒,桃園市大園區桃園國際機場航勤北路與華儲進口倉路口處前,1,營業用-大貨車普通重型-機車
107年4月2日 22時2分5秒,花蓮縣吉安鄉吉豐路三段,1,普通重型-機車電動輔助自行車-慢車
107年4月3日 4時24分秒,臺中市清水區海濱里港埠路四段前.公尺,1,自用-小客車營業用-半聯結車乘客-人
107年4月3日 8時3分5秒,花蓮縣新城鄉康樂村康樂路北側 / 花蓮縣新城鄉康樂村康樂三街口,1,自用-小貨車(含客、貨兩用)普通重型-機車自用-小客車
107年4月3日 11時41分1秒,宜蘭縣南澳鄉台9線 139公里4.公尺處北側,1,普通重型-機車營業用-曳引車
107年4月3日 16時48分秒,雲林縣西螺鎮河南里埔心路81號,1,腳踏自行車-慢車營業用-曳引車
107年4月3日 2時21分秒,南投縣名間鄉赤水村南田路259-8號北側,1,自用-小貨車(含客、貨兩用)行人-人
107年4月4日 1時22分秒,新北市汐止區大同路1段 / 新北市汐止區新台五路,1,營業用-大貨車普通重型-機車
107年4月4日 1時43分秒,新北市石門區台二線道路前.公尺,1,普通重型-機車普通重型-機車乘客-人
107年4月4日 13時29分秒,臺南市新營區開元路東側 / 臺南市新營區東山五路,1,自用-小客車普通重型-機車乘客-人
107年4月4日 13時3分5秒,宜蘭縣蘇澳鎮台2線166.7公里處(蘇港路北上車道),1,自用-小貨車(含客、貨兩用)
107年4月4日 14時3分秒,高雄市旗山區旗南二路8之3號前.公尺,1,普通重型-機車
107年4月4日 18時53分秒,屏東縣崁頂鄉中興路6之1號,1,普通重型-機車
107年4月5日 17時6分秒,新北市板橋區大仁街 / 新北市板橋區大仁街,1,普通重型-機車行人-人
107年4月5日 2時4分秒,基隆市信義區信一路13號前.公尺,1,行人-人自用-小客車
107年4月6日 12時36分秒,雲林縣崙背鄉豐榮村中佃厝產業道路路口,1,自用-小客車電動輔助自行車-慢車
107年4月7日 7時2分秒,高雄市林園區鳳林路3段123號前.公尺,1,普通重型-機車乘客-人
107年4月7日 7時48分秒,高雄市小港區宏平路前.公尺西側,1,普通重型-機車自用-小客車
